time_h,type,volume,well,OD600,sample,strain,mean,corrected
19.678333333333335,bead,100,F4,0.47914,br_11_a,rep2,0.28645,0.19269000000000003
19.678333333333335,bead,100,F5,0.33749,bf_21_a,f199,0.28645,0.05104000000000003
19.678333333333335,bead,100,H3,0.5004,bf_11_c,f199,0.28645,0.21394999999999997
19.678333333333335,bead,200,F2,0.57475,br_22_a,rep2,0.6736,0
19.678333333333335,bead,200,F1,0.80509,bf_22_a,f199,0.6736,0.13149
19.678333333333335,bead,200,H2,0.62217,br_22_c,rep2,0.6736,0
19.678333333333335,bead,200,G2,0.60019,br_22_b,rep2,0.6736,0
19.678333333333335,bead,200,H1,0.7626,bf_22_c,f199,0.6736,0.08899999999999997
19.678333333333335,bead,200,G1,0.77464,bf_22_b,f199,0.6736,0.10104000000000002
19.678333333333335,free,100,C4,0.097931,fr_11_a,rep2,0.10210325,0
19.678333333333335,free,100,C6,0.24665,fr_21_a,rep2,0.10210325,0.14454675
19.678333333333335,free,100,C3,0.078513,ff_11_a,f199,0.10210325,0
19.678333333333335,free,100,E4,0.0984,fr_11_c,rep2,0.10210325,0
19.678333333333335,free,100,D5,0.15222,ff_21_b,f199,0.10210325,0.05011674999999999
19.678333333333335,free,100,E5,0.20256,ff_21_c,f199,0.10210325,0.10045674999999998
19.678333333333335,free,100,E6,0.25557,fr_21_c,rep2,0.10210325,0.15346675
19.678333333333335,free,100,C5,0.151,ff_21_a,f199,0.10210325,0.04889674999999999
19.678333333333335,free,100,D4,0.083475,fr_11_b,rep2,0.10210325,0
19.678333333333335,free,100,D6,0.26155,fr_21_b,rep2,0.10210325,0.15944675
19.678333333333335,free,100,E3,0.0762,ff_11_c,f199,0.10210325,0
19.678333333333335,free,100,D3,0.075469,ff_11_b,f199,0.10210325,0
19.678333333333335,free,200,C1,0.17865,ff_22_a,f199,0.12434500000000001,0.05430499999999999
19.678333333333335,free,200,E2,0.26682,fr_22_c,rep2,0.12434500000000001,0.142475
19.678333333333335,free,200,E1,0.19023,ff_22_c,f199,0.12434500000000001,0.065885
19.678333333333335,free,200,C2,0.31326,fr_22_a,rep2,0.12434500000000001,0.18891499999999997
19.678333333333335,free,200,D2,0.3228,fr_22_b,rep2,0.12434500000000001,0.19845499999999996
19.678333333333335,free,200,D1,0.19574,ff_22_b,f199,0.12434500000000001,0.07139499999999999
2.1083333333333334,bead,100,G6,0.40345,br_21_b,rep2,0.308515,0.09493499999999999
2.1083333333333334,bead,100,F3,0.31799,bf_11_a,f199,0.308515,0.009475000000000011
2.1083333333333334,bead,100,F6,0.38013,br_21_a,rep2,0.308515,0.07161500000000004
2.1083333333333334,bead,100,F4,0.36149,br_11_a,rep2,0.308515,0.052974999999999994
2.1083333333333334,bead,100,G5,0.32703,bf_21_b,f199,0.308515,0.018515000000000004
2.1083333333333334,bead,100,G4,0.22167,br_11_b,rep2,0.308515,0
2.1083333333333334,bead,100,H4,0.26165,br_11_c,rep2,0.308515,0
2.1083333333333334,bead,100,H6,0.33462,br_21_c,rep2,0.308515,0.02610499999999999
2.1083333333333334,bead,100,H3,0.30796,bf_11_c,f199,0.308515,0
2.1083333333333334,bead,100,H5,0.3683,bf_21_c,f199,0.308515,0.05978500000000003
2.1083333333333334,bead,100,F5,0.38634,bf_21_a,f199,0.308515,0.07782500000000003
2.1083333333333334,bead,100,G3,0.35925,bf_11_b,f199,0.308515,0.05073500000000003
2.1083333333333334,bead,200,G2,0.50548,br_22_b,rep2,0.496405,0.009075000000000055
2.1083333333333334,bead,200,H2,0.45924,br_22_c,rep2,0.496405,0
2.1083333333333334,bead,200,F1,0.52646,bf_22_a,f199,0.496405,0.030055000000000054
2.1083333333333334,bead,200,H1,0.47616000000000003,bf_22_c,f199,0.496405,0
2.1083333333333334,bead,200,G1,0.5287,bf_22_b,f199,0.496405,0.03229499999999996
2.1083333333333334,bead,200,F2,0.47425,br_22_a,rep2,0.496405,0
2.1083333333333334,free,100,C4,0.094531,fr_11_a,rep2,0.14517,0
2.1083333333333334,free,100,D4,0.087631,fr_11_b,rep2,0.14517,0
2.1083333333333334,free,100,C6,0.16994,fr_21_a,rep2,0.14517,0.024770000000000014
2.1083333333333334,free,100,C5,0.17786,ff_21_a,f199,0.14517,0.03269
2.1083333333333334,free,100,D6,0.1563,fr_21_b,rep2,0.14517,0.011130000000000001
2.1083333333333334,free,100,E6,0.16973,fr_21_c,rep2,0.14517,0.02456
2.1083333333333334,free,100,C3,0.097519,ff_11_a,f199,0.14517,0
2.1083333333333334,free,100,E4,0.091156,fr_11_c,rep2,0.14517,0
2.1083333333333334,free,100,D5,0.15931,ff_21_b,f199,0.14517,0.014140000000000014
2.1083333333333334,free,100,E5,0.1905,ff_21_c,f199,0.14517,0.04533000000000001
2.1083333333333334,free,100,D3,0.093112,ff_11_b,f199,0.14517,0
2.1083333333333334,free,100,E3,0.095975,ff_11_c,f199,0.14517,0
2.1083333333333334,free,200,E2,0.17965,fr_22_c,rep2,0.17999500000000002,0
2.1083333333333334,free,200,C2,0.17729,fr_22_a,rep2,0.17999500000000002,0
2.1083333333333334,free,200,C1,0.17706,ff_22_a,f199,0.17999500000000002,0
2.1083333333333334,free,200,E1,0.17362,ff_22_c,f199,0.17999500000000002,0
2.1083333333333334,free,200,D2,0.16474,fr_22_b,rep2,0.17999500000000002,0
2.1083333333333334,free,200,D1,0.16553,ff_22_b,f199,0.17999500000000002,0
2.4597222222222226,bead,100,F6,0.38734,br_21_a,rep2,0.30643,0.08091000000000004
2.4597222222222226,bead,100,G6,0.40369,br_21_b,rep2,0.30643,0.09726000000000001
2.4597222222222226,bead,100,F3,0.31383,bf_11_a,f199,0.30643,0.007400000000000018
2.4597222222222226,bead,100,G5,0.32521,bf_21_b,f199,0.30643,0.01878000000000002
2.4597222222222226,bead,100,H4,0.26367,br_11_c,rep2,0.30643,0
2.4597222222222226,bead,100,H3,0.30554,bf_11_c,f199,0.30643,0
2.4597222222222226,bead,100,H5,0.37567,bf_21_c,f199,0.30643,0.06924000000000002
2.4597222222222226,bead,100,G4,0.22791,br_11_b,rep2,0.30643,0
2.4597222222222226,bead,100,H6,0.33419,br_21_c,rep2,0.30643,0.027760000000000007
2.4597222222222226,bead,100,G3,0.35361,bf_11_b,f199,0.30643,0.04718
2.4597222222222226,bead,100,F5,0.39206,bf_21_a,f199,0.30643,0.08563000000000004
2.4597222222222226,bead,100,F4,0.36117,br_11_a,rep2,0.30643,0.05474000000000001
2.4597222222222226,bead,200,H2,0.46089,br_22_c,rep2,0.492025,0
2.4597222222222226,bead,200,F1,0.52597,bf_22_a,f199,0.492025,0.03394500000000006
2.4597222222222226,bead,200,G1,0.51885,bf_22_b,f199,0.492025,0.026825000000000043
2.4597222222222226,bead,200,F2,0.47403,br_22_a,rep2,0.492025,0
2.4597222222222226,bead,200,G2,0.49506,br_22_b,rep2,0.492025,0.00303500000000001
2.4597222222222226,bead,200,H1,0.46954,bf_22_c,f199,0.492025,0
2.4597222222222226,free,100,C4,0.095706,fr_11_a,rep2,0.1455625,0
2.4597222222222226,free,100,D6,0.15714,fr_21_b,rep2,0.1455625,0.01157749999999999
2.4597222222222226,free,100,D4,0.089069,fr_11_b,rep2,0.1455625,0
2.4597222222222226,free,100,C6,0.16966,fr_21_a,rep2,0.1455625,0.024097499999999994
2.4597222222222226,free,100,C5,0.17888,ff_21_a,f199,0.1455625,0.0333175
2.4597222222222226,free,100,E4,0.093175,fr_11_c,rep2,0.1455625,0
2.4597222222222226,free,100,D5,0.16036,ff_21_b,f199,0.1455625,0.014797499999999991
2.4597222222222226,free,100,E6,0.17061,fr_21_c,rep2,0.1455625,0.0250475
2.4597222222222226,free,100,C3,0.098863,ff_11_a,f199,0.1455625,0
2.4597222222222226,free,100,E3,0.09745,ff_11_c,f199,0.1455625,0
2.4597222222222226,free,100,E5,0.19188,ff_21_c,f199,0.1455625,0.046317499999999984
2.4597222222222226,free,100,D3,0.094956,ff_11_b,f199,0.1455625,0
2.4597222222222226,free,200,E2,0.18083,fr_22_c,rep2,0.18098999999999998,0
2.4597222222222226,free,200,D2,0.16654,fr_22_b,rep2,0.18098999999999998,0
2.4597222222222226,free,200,D1,0.16744,ff_22_b,f199,0.18098999999999998,0
2.4597222222222226,free,200,E1,0.17508,ff_22_c,f199,0.18098999999999998,0
2.4597222222222226,free,200,C2,0.17804,fr_22_a,rep2,0.18098999999999998,0
2.4597222222222226,free,200,C1,0.17821,ff_22_a,f199,0.18098999999999998,0
2.811111111111111,bead,100,F3,0.31222,bf_11_a,f199,0.31220250000000005,1.7499999999948113e-5
2.811111111111111,bead,100,F6,0.38329,br_21_a,rep2,0.31220250000000005,0.07108749999999997
2.811111111111111,bead,100,G6,0.40029,br_21_b,rep2,0.31220250000000005,0.08808749999999993
2.811111111111111,bead,100,H5,0.36583,bf_21_c,f199,0.31220250000000005,0.05362749999999994
2.811111111111111,bead,100,G4,0.22508,br_11_b,rep2,0.31220250000000005,0
2.811111111111111,bead,100,H6,0.3311,br_21_c,rep2,0.31220250000000005,0.018897499999999956
2.811111111111111,bead,100,H4,0.26269,br_11_c,rep2,0.31220250000000005,0
2.811111111111111,bead,100,F4,0.3609,br_11_a,rep2,0.31220250000000005,0.04869749999999995
2.811111111111111,bead,100,H3,0.31151,bf_11_c,f199,0.31220250000000005,0
2.811111111111111,bead,100,G5,0.32479,bf_21_b,f199,0.31220250000000005,0.012587499999999974
2.811111111111111,bead,100,F5,0.39372,bf_21_a,f199,0.31220250000000005,0.08151749999999996
2.811111111111111,bead,100,G3,0.35061,bf_11_b,f199,0.31220250000000005,0.03840749999999993
2.811111111111111,bead,200,H2,0.46412,br_22_c,rep2,0.495205,0
2.811111111111111,bead,200,G2,0.49906,br_22_b,rep2,0.495205,0.0038549999999999973
2.811111111111111,bead,200,F1,0.52429,bf_22_a,f199,0.495205,0.029085000000000027
2.811111111111111,bead,200,H1,0.50256,bf_22_c,f199,0.495205,0.007355
2.811111111111111,bead,200,F2,0.47904,br_22_a,rep2,0.495205,0
2.811111111111111,bead,200,G1,0.50878,bf_22_b,f199,0.495205,0.013575000000000004
2.811111111111111,free,100,E4,0.093981,fr_11_c,rep2,0.14692,0
2.811111111111111,free,100,C4,0.097863,fr_11_a,rep2,0.14692,0
2.811111111111111,free,100,E6,0.17131,fr_21_c,rep2,0.14692,0.024389999999999995
2.811111111111111,free,100,D6,0.15851,fr_21_b,rep2,0.14692,0.011590000000000017
2.811111111111111,free,100,D4,0.090737,fr_11_b,rep2,0.14692,0
2.811111111111111,free,100,C6,0.16996,fr_21_a,rep2,0.14692,0.023040000000000005
2.811111111111111,free,100,D3,0.096025,ff_11_b,f199,0.14692,0
2.811111111111111,free,100,E3,0.098187,ff_11_c,f199,0.14692,0
2.811111111111111,free,100,D5,0.16208,ff_21_b,f199,0.14692,0.015160000000000007
2.811111111111111,free,100,C3,0.1005,ff_11_a,f199,0.14692,0
2.811111111111111,free,100,C5,0.17925,ff_21_a,f199,0.14692,0.03233
2.811111111111111,free,100,E5,0.19144,ff_21_c,f199,0.14692,0.044520000000000004
2.811111111111111,free,200,D2,0.16889,fr_22_b,rep2,0.181095,0
2.811111111111111,free,200,C2,0.17894,fr_22_a,rep2,0.181095,0
2.811111111111111,free,200,D1,0.1684,ff_22_b,f199,0.181095,0
2.811111111111111,free,200,C1,0.17874,ff_22_a,f199,0.181095,0
2.811111111111111,free,200,E2,0.18119,fr_22_c,rep2,0.181095,9.499999999998399e-5
2.811111111111111,free,200,E1,0.17573,ff_22_c,f199,0.181095,0
20.029722222222222,bead,100,F4,0.47788,br_11_a,rep2,0.28356000000000003,0.19432
20.029722222222222,bead,100,H4,0.40464,br_11_c,rep2,0.28356000000000003,0.12107999999999997
20.029722222222222,bead,100,H6,0.23357,br_21_c,rep2,0.28356000000000003,0
20.029722222222222,bead,100,G4,0.18907,br_11_b,rep2,0.28356000000000003,0
20.029722222222222,bead,100,F6,0.33174,br_21_a,rep2,0.28356000000000003,0.048179999999999945
20.029722222222222,bead,100,G6,0.41996,br_21_b,rep2,0.28356000000000003,0.13639999999999997
20.029722222222222,bead,100,H3,0.4907,bf_11_c,f199,0.28356000000000003,0.20714
20.029722222222222,bead,100,G5,0.32163,bf_21_b,f199,0.28356000000000003,0.03806999999999999
20.029722222222222,bead,100,G3,0.50545,bf_11_b,f199,0.28356000000000003,0.22188999999999992
20.029722222222222,bead,100,F3,0.49654,bf_11_a,f199,0.28356000000000003,0.21297999999999995
20.029722222222222,bead,100,H5,0.35122,bf_21_c,f199,0.28356000000000003,0.06765999999999994
20.029722222222222,bead,100,F5,0.33951,bf_21_a,f199,0.28356000000000003,0.055949999999999944
20.029722222222222,bead,200,F2,0.58919,br_22_a,rep2,0.68259,0
20.029722222222222,bead,200,F1,0.80345,bf_22_a,f199,0.68259,0.12085999999999997
20.029722222222222,bead,200,H2,0.62686,br_22_c,rep2,0.68259,0
20.029722222222222,bead,200,G2,0.61019,br_22_b,rep2,0.68259,0
20.029722222222222,bead,200,H1,0.74507,bf_22_c,f199,0.68259,0.06247999999999998
20.029722222222222,bead,200,G1,0.77946,bf_22_b,f199,0.68259,0.09687000000000001
20.029722222222222,free,100,D6,0.27052,fr_21_b,rep2,0.10051125,0.17000875
20.029722222222222,free,100,E4,0.096112,fr_11_c,rep2,0.10051125,0
20.029722222222222,free,100,D4,0.081219,fr_11_b,rep2,0.10051125,0
20.029722222222222,free,100,C6,0.25846,fr_21_a,rep2,0.10051125,0.15794875000000003
20.029722222222222,free,100,E5,0.20548,ff_21_c,f199,0.10051125,0.10496875
20.029722222222222,free,100,C5,0.15276,ff_21_a,f199,0.10051125,0.05224875000000001
20.029722222222222,free,100,C3,0.07585,ff_11_a,f199,0.10051125,0
20.029722222222222,free,100,D5,0.15107,ff_21_b,f199,0.10051125,0.05055875000000001
20.029722222222222,free,100,C4,0.095338,fr_11_a,rep2,0.10051125,0
20.029722222222222,free,100,D3,0.072612,ff_11_b,f199,0.10051125,0
20.029722222222222,free,100,E3,0.075488,ff_11_c,f199,0.10051125,0
20.029722222222222,free,100,E6,0.26326,fr_21_c,rep2,0.10051125,0.16274875
20.029722222222222,free,200,D2,0.33672,fr_22_b,rep2,0.12385499999999999,0.21286500000000003
20.029722222222222,free,200,E1,0.18886,ff_22_c,f199,0.12385499999999999,0.06500500000000001
20.029722222222222,free,200,C2,0.32551,fr_22_a,rep2,0.12385499999999999,0.20165500000000003
20.029722222222222,free,200,E2,0.27673,fr_22_c,rep2,0.12385499999999999,0.15287499999999998
20.029722222222222,free,200,D1,0.19454,ff_22_b,f199,0.12385499999999999,0.070685
20.029722222222222,free,200,C1,0.17377,ff_22_a,f199,0.12385499999999999,0.049915000000000015
20.38138888888889,bead,100,G6,0.41999,br_21_b,rep2,0.28400499999999995,0.13598500000000002
20.38138888888889,bead,100,F4,0.49926,br_11_a,rep2,0.28400499999999995,0.21525500000000003
20.38138888888889,bead,100,F6,0.32692,br_21_a,rep2,0.28400499999999995,0.042915000000000036
20.38138888888889,bead,100,H6,0.23357,br_21_c,rep2,0.28400499999999995,0
20.38138888888889,bead,100,F3,0.49362,bf_11_a,f199,0.28400499999999995,0.20961500000000005
20.38138888888889,bead,100,G4,0.19179,br_11_b,rep2,0.28400499999999995,0
20.38138888888889,bead,100,F5,0.34316,bf_21_a,f199,0.28400499999999995,0.05915500000000007
20.38138888888889,bead,100,H4,0.39821,br_11_c,rep2,0.28400499999999995,0.11420500000000006
20.38138888888889,bead,100,H3,0.47358,bf_11_c,f199,0.28400499999999995,0.18957500000000005
20.38138888888889,bead,100,G5,0.34304,bf_21_b,f199,0.28400499999999995,0.05903500000000006
20.38138888888889,bead,100,G3,0.50122,bf_11_b,f199,0.28400499999999995,0.21721500000000005
20.38138888888889,bead,100,H5,0.36843,bf_21_c,f199,0.28400499999999995,0.08442500000000003
20.38138888888889,bead,200,H2,0.60488,br_22_c,rep2,0.68683,0
20.38138888888889,bead,200,H1,0.77834,bf_22_c,f199,0.68683,0.09150999999999998
20.38138888888889,bead,200,F2,0.60592,br_22_a,rep2,0.68683,0
20.38138888888889,bead,200,G2,0.62311,br_22_b,rep2,0.68683,0
20.38138888888889,bead,200,G1,0.78963,bf_22_b,f199,0.68683,0.1028
20.38138888888889,bead,200,F1,0.79582,bf_22_a,f199,0.68683,0.10898999999999992
20.38138888888889,free,100,E5,0.20596,ff_21_c,f199,0.09941225000000001,0.10654775
20.38138888888889,free,100,E4,0.093531,fr_11_c,rep2,0.09941225000000001,0
20.38138888888889,free,100,D6,0.27929,fr_21_b,rep2,0.09941225000000001,0.17987774999999998
20.38138888888889,free,100,C3,0.074094,ff_11_a,f199,0.09941225000000001,0
20.38138888888889,free,100,D5,0.15053,ff_21_b,f199,0.09941225000000001,0.05111774999999999
20.38138888888889,free,100,C4,0.092669,fr_11_a,rep2,0.09941225000000001,0
20.38138888888889,free,100,C6,0.26559,fr_21_a,rep2,0.09941225000000001,0.16617774999999999
20.38138888888889,free,100,C5,0.15004,ff_21_a,f199,0.09941225000000001,0.05062775
20.38138888888889,free,100,D4,0.079119,fr_11_b,rep2,0.09941225000000001,0
20.38138888888889,free,100,E6,0.27369,fr_21_c,rep2,0.09941225000000001,0.17427774999999998
20.38138888888889,free,100,D3,0.070719,ff_11_b,f199,0.09941225000000001,0
20.38138888888889,free,100,E3,0.073219,ff_11_c,f199,0.09941225000000001,0
20.38138888888889,free,200,C2,0.33354,fr_22_a,rep2,0.12321499999999999,0.210325
20.38138888888889,free,200,D1,0.19449,ff_22_b,f199,0.12321499999999999,0.071275
20.38138888888889,free,200,E1,0.18696,ff_22_c,f199,0.12321499999999999,0.063745
20.38138888888889,free,200,D2,0.34464,fr_22_b,rep2,0.12321499999999999,0.221425
20.38138888888889,free,200,E2,0.28542,fr_22_c,rep2,0.12321499999999999,0.16220500000000002
20.38138888888889,free,200,C1,0.17154,ff_22_a,f199,0.12321499999999999,0.04832500000000001
20.732777777777777,bead,100,F6,0.31167,br_21_a,rep2,0.28368249999999995,0.027987500000000054
20.732777777777777,bead,100,G6,0.42635,br_21_b,rep2,0.28368249999999995,0.14266750000000006
20.732777777777777,bead,100,F4,0.49755,br_11_a,rep2,0.28368249999999995,0.21386750000000004
20.732777777777777,bead,100,G4,0.19886,br_11_b,rep2,0.28368249999999995,0
20.732777777777777,bead,100,F5,0.33701,bf_21_a,f199,0.28368249999999995,0.05332750000000003
20.732777777777777,bead,100,H6,0.24961,br_21_c,rep2,0.28368249999999995,0
20.732777777777777,bead,100,F3,0.49323,bf_11_a,f199,0.28368249999999995,0.20954750000000005
20.732777777777777,bead,100,G3,0.49547,bf_11_b,f199,0.28368249999999995,0.21178750000000007
20.732777777777777,bead,100,H4,0.39734,br_11_c,rep2,0.28368249999999995,0.11365750000000008
20.732777777777777,bead,100,H3,0.45391,bf_11_c,f199,0.28368249999999995,0.17022750000000003
20.732777777777777,bead,100,G5,0.29199,bf_21_b,f199,0.28368249999999995,0.008307500000000079
20.732777777777777,bead,100,H5,0.38256,bf_21_c,f199,0.28368249999999995,0.09887750000000006
20.732777777777777,bead,200,G2,0.62843,br_22_b,rep2,0.68802,0
20.732777777777777,bead,200,G1,0.80951,bf_22_b,f199,0.68802,0.12148999999999999
20.732777777777777,bead,200,F2,0.62207,br_22_a,rep2,0.68802,0
20.732777777777777,bead,200,H2,0.60129,br_22_c,rep2,0.68802,0
20.732777777777777,bead,200,H1,0.79419,bf_22_c,f199,0.68802,0.10616999999999999
20.732777777777777,bead,200,F1,0.78615,bf_22_a,f199,0.68802,0.09813000000000005
20.732777777777777,free,100,D6,0.28893,fr_21_b,rep2,0.097572999999999993,0.19135700000000003
20.732777777777777,free,100,E4,0.091281,fr_11_c,rep2,0.097572999999999993,0
20.732777777777777,free,100,C4,0.089281,fr_11_a,rep2,0.097572999999999993,0
20.732777777777777,free,100,C6,0.27122,fr_21_a,rep2,0.097572999999999993,0.17364700000000002
20.732777777777777,free,100,C3,0.071944,ff_11_a,f199,0.097572999999999993,0
20.732777777777777,free,100,C5,0.15019,ff_21_a,f199,0.097572999999999993,0.052617
20.732777777777777,free,100,D5,0.14947,ff_21_b,f199,0.097572999999999993,0.051897
20.732777777777777,free,100,D4,0.075494,fr_11_b,rep2,0.097572999999999993,0
20.732777777777777,free,100,E5,0.2079,ff_21_c,f199,0.097572999999999993,0.11032700000000001
20.732777777777777,free,100,E3,0.071719,ff_11_c,f199,0.097572999999999993,0
20.732777777777777,free,100,E6,0.28287,fr_21_c,rep2,0.097572999999999993,0.18529700000000002
20.732777777777777,free,100,D3,0.068325,ff_11_b,f199,0.097572999999999993,0
20.732777777777777,free,200,E1,0.18515,ff_22_c,f199,0.12199499999999999,0.06315500000000002
20.732777777777777,free,200,D2,0.3527,fr_22_b,rep2,0.12199499999999999,0.23070500000000002
20.732777777777777,free,200,C2,0.34094,fr_22_a,rep2,0.12199499999999999,0.21894500000000003
20.732777777777777,free,200,E2,0.29634,fr_22_c,rep2,0.12199499999999999,0.174345
20.732777777777777,free,200,C1,0.16728,ff_22_a,f199,0.12199499999999999,0.04528500000000002
20.732777777777777,free,200,D1,0.19274,ff_22_b,f199,0.12199499999999999,0.070745
21.084166666666665,bead,100,G4,0.20476,br_11_b,rep2,0.29301,0
21.084166666666665,bead,100,G6,0.43248,br_21_b,rep2,0.29301,0.13946999999999998
21.084166666666665,bead,100,F6,0.31064,br_21_a,rep2,0.29301,0.017630000000000035
21.084166666666665,bead,100,H4,0.38821,br_11_c,rep2,0.29301,0.0952
21.084166666666665,bead,100,H3,0.44518,bf_11_c,f199,0.29301,0.15217000000000003
21.084166666666665,bead,100,G5,0.29084,bf_21_b,f199,0.29301,0
21.084166666666665,bead,100,G3,0.50623,bf_11_b,f199,0.29301,0.21321999999999997
21.084166666666665,bead,100,H6,0.24516,br_21_c,rep2,0.29301,0
21.084166666666665,bead,100,F3,0.49716,bf_11_a,f199,0.29301,0.20415
21.084166666666665,bead,100,F4,0.49274,br_11_a,rep2,0.29301,0.19973000000000002
21.084166666666665,bead,100,F5,0.34005,bf_21_a,f199,0.29301,0.047040000000000026
21.084166666666665,bead,100,H5,0.39814,bf_21_c,f199,0.29301,0.10513
21.084166666666665,bead,200,G2,0.64896,br_22_b,rep2,0.6864399999999999,0
21.084166666666665,bead,200,F1,0.79201,bf_22_a,f199,0.6864399999999999,0.10557000000000005
21.084166666666665,bead,200,H2,0.61154,br_22_c,rep2,0.6864399999999999,0
21.084166666666665,bead,200,H1,0.81172,bf_22_c,f199,0.6864399999999999,0.12528000000000006
21.084166666666665,bead,200,G1,0.80309,bf_22_b,f199,0.6864399999999999,0.11665000000000003
21.084166666666665,bead,200,F2,0.62069,br_22_a,rep2,0.6864399999999999,0
21.084166666666665,free,100,E4,0.087244,fr_11_c,rep2,0.0960995,0
21.084166666666665,free,100,C6,0.28234,fr_21_a,rep2,0.0960995,0.18624049999999998
21.084166666666665,free,100,C3,0.069213,ff_11_a,f199,0.0960995,0
21.084166666666665,free,100,C4,0.084212,fr_11_a,rep2,0.0960995,0
21.084166666666665,free,100,E6,0.28959,fr_21_c,rep2,0.0960995,0.1934905
21.084166666666665,free,100,E5,0.20779,ff_21_c,f199,0.0960995,0.1116905
21.084166666666665,free,100,C5,0.14654,ff_21_a,f199,0.0960995,0.0504405
21.084166666666665,free,100,D4,0.07245,fr_11_b,rep2,0.0960995,0
21.084166666666665,free,100,D6,0.29871,fr_21_b,rep2,0.0960995,0.20261049999999997
21.084166666666665,free,100,D3,0.065712,ff_11_b,f199,0.0960995,0
21.084166666666665,free,100,D5,0.14677,ff_21_b,f199,0.0960995,0.05067050000000001
21.084166666666665,free,100,E3,0.069231,ff_11_c,f199,0.0960995,0
21.084166666666665,free,200,E1,0.18455,ff_22_c,f199,0.12115999999999999,0.06339
21.084166666666665,free,200,C2,0.34779,fr_22_a,rep2,0.12115999999999999,0.22663
21.084166666666665,free,200,E2,0.30239,fr_22_c,rep2,0.12115999999999999,0.18123
21.084166666666665,free,200,C1,0.16552,ff_22_a,f199,0.12115999999999999,0.04436000000000001
21.084166666666665,free,200,D2,0.35996,fr_22_b,rep2,0.12115999999999999,0.2388
21.084166666666665,free,200,D1,0.189,ff_22_b,f199,0.12115999999999999,0.06784000000000001
21.435555555555556,bead,100,G6,0.44222,br_21_b,rep2,0.29512499999999997,0.14709500000000003
21.435555555555556,bead,100,H4,0.38087,br_11_c,rep2,0.29512499999999997,0.08574500000000002
21.435555555555556,bead,100,H6,0.25229,br_21_c,rep2,0.29512499999999997,0
21.435555555555556,bead,100,G4,0.21731,br_11_b,rep2,0.29512499999999997,0
21.435555555555556,bead,100,F6,0.31754,br_21_a,rep2,0.29512499999999997,0.022415000000000018
21.435555555555556,bead,100,H5,0.41539,bf_21_c,f199,0.29512499999999997,0.12026500000000001
21.435555555555556,bead,100,H3,0.47411,bf_11_c,f199,0.29512499999999997,0.178985
21.435555555555556,bead,100,G5,0.31361,bf_21_b,f199,0.29512499999999997,0.01848500000000003
21.435555555555556,bead,100,G3,0.50253,bf_11_b,f199,0.29512499999999997,0.20740500000000006
21.435555555555556,bead,100,F5,0.34029,bf_21_a,f199,0.29512499999999997,0.04516500000000001
21.435555555555556,bead,100,F3,0.5069,bf_11_a,f199,0.29512499999999997,0.21177500000000005
21.435555555555556,bead,100,F4,0.4838,br_11_a,rep2,0.29512499999999997,0.18867500000000004
21.435555555555556,bead,200,G2,0.65564,br_22_b,rep2,0.705705,0
21.435555555555556,bead,200,F2,0.62243,br_22_a,rep2,0.705705,0
21.435555555555556,bead,200,H2,0.61826,br_22_c,rep2,0.705705,0
21.435555555555556,bead,200,G1,0.82261,bf_22_b,f199,0.705705,0.11690499999999993
21.435555555555556,bead,200,F1,0.79207,bf_22_a,f199,0.705705,0.08636500000000003
21.435555555555556,bead,200,H1,0.81445,bf_22_c,f199,0.705705,0.10874499999999998
21.435555555555556,free,100,C3,0.066444,ff_11_a,f199,0.0945295,0
21.435555555555556,free,100,D4,0.069694,fr_11_b,rep2,0.0945295,0
21.435555555555556,free,100,C5,0.14673,ff_21_a,f199,0.0945295,0.0522005
21.435555555555556,free,100,C6,0.29073,fr_21_a,rep2,0.0945295,0.1962005
21.435555555555556,free,100,C4,0.080675,fr_11_a,rep2,0.0945295,0
21.435555555555556,free,100,D6,0.30608,fr_21_b,rep2,0.0945295,0.21155050000000003
21.435555555555556,free,100,E6,0.29809,fr_21_c,rep2,0.0945295,0.20356050000000003
21.435555555555556,free,100,D5,0.14543,ff_21_b,f199,0.0945295,0.0509005
21.435555555555556,free,100,E4,0.084762,fr_11_c,rep2,0.0945295,0
21.435555555555556,free,100,E5,0.21004,ff_21_c,f199,0.0945295,0.1155105
21.435555555555556,free,100,E3,0.067675,ff_11_c,f199,0.0945295,0
21.435555555555556,free,100,D3,0.062931,ff_11_b,f199,0.0945295,0
21.435555555555556,free,200,C1,0.16204,ff_22_a,f199,0.120565,0.041474999999999984
21.435555555555556,free,200,D2,0.36857,fr_22_b,rep2,0.120565,0.248005
21.435555555555556,free,200,E2,0.31461,fr_22_c,rep2,0.120565,0.194045
21.435555555555556,free,200,D1,0.18734,ff_22_b,f199,0.120565,0.066775
21.435555555555556,free,200,C2,0.35663,fr_22_a,rep2,0.120565,0.236065
21.435555555555556,free,200,E1,0.18184,ff_22_c,f199,0.120565,0.061274999999999996
21.786944444444444,bead,100,G6,0.43791,br_21_b,rep2,0.3048375,0.13307250000000004
21.786944444444444,bead,100,G4,0.22621,br_11_b,rep2,0.3048375,0
21.786944444444444,bead,100,F5,0.34064,bf_21_a,f199,0.3048375,0.035802500000000015
21.786944444444444,bead,100,H6,0.26444,br_21_c,rep2,0.3048375,0
