time_h,type,volume,well,OD600,sample,strain,mean,corrected
0,bead,100,H5,0.33064,bf_21_c,f199,0.2961025,0.0345375
0,bead,100,G4,0.19496,br_11_b,rep2,0.2961025,0
0,bead,100,H4,0.25181,br_11_c,rep2,0.2961025,0
0,bead,100,F6,0.35251,br_21_a,rep2,0.2961025,0.0564075
0,bead,100,F5,0.35231,bf_21_a,f199,0.2961025,0.05620750000000002
0,bead,100,H3,0.28701,bf_11_c,f199,0.2961025,0
0,bead,100,F4,0.34349,br_11_a,rep2,0.2961025,0.04738750000000003
0,bead,100,H6,0.30241,br_21_c,rep2,0.2961025,0.006307500000000021
0,bead,100,G5,0.31262,bf_21_b,f199,0.2961025,0.01651750000000002
0,bead,100,G6,0.35746,br_21_b,rep2,0.2961025,0.06135750000000001
0,bead,100,G3,0.34952,bf_11_b,f199,0.2961025,0.05341750000000001
0,bead,100,F3,0.45901,bf_11_a,f199,0.2961025,0.16290749999999998
0,bead,200,F2,0.46897,br_22_a,rep2,0.47242,0
0,bead,200,F1,0.47621,bf_22_a,f199,0.47242,0.0037900000000000156
0,bead,200,H2,0.42265,br_22_c,rep2,0.47242,0
0,bead,200,H1,0.43256,bf_22_c,f199,0.47242,0
0,bead,200,G2,0.47724,br_22_b,rep2,0.47242,0.004819999999999991
0,bead,200,G1,0.47184,bf_22_b,f199,0.47242,0
0,free,100,C3,0.077831,ff_11_a,f199,0.1209315,0
0,free,100,D6,0.11359,fr_21_b,rep2,0.1209315,0
0,free,100,C4,0.0775,fr_11_a,rep2,0.1209315,0
0,free,100,E4,0.076338,fr_11_c,rep2,0.1209315,0
0,free,100,C6,0.1286,fr_21_a,rep2,0.1209315,0.007668499999999995
0,free,100,D4,0.071337,fr_11_b,rep2,0.1209315,0
0,free,100,E6,0.13532,fr_21_c,rep2,0.1209315,0.014388499999999999
0,free,100,E3,0.082931,ff_11_c,f199,0.1209315,0
0,free,100,C5,0.13349,ff_21_a,f199,0.1209315,0.0125585
0,free,100,D5,0.11665,ff_21_b,f199,0.1209315,0
0,free,100,E5,0.15391,ff_21_c,f199,0.1209315,0.032978499999999994
0,free,100,D3,0.077838,ff_11_b,f199,0.1209315,0
0,free,200,C1,0.13751,ff_22_a,f199,0.14166,0
0,free,200,D2,0.11879,fr_22_b,rep2,0.14166,0
0,free,200,C2,0.13576,fr_22_a,rep2,0.14166,0
0,free,200,E2,0.14311,fr_22_c,rep2,0.14166,0.001449999999999979
0,free,200,D1,0.12206,ff_22_b,f199,0.14166,0
0,free,200,E1,0.12987,ff_22_c,f199,0.14166,0
0.35138888888888886,bead,100,H4,0.2542,br_11_c,rep2,0.3080575,0
0.35138888888888886,bead,100,H6,0.31952,br_21_c,rep2,0.3080575,0.011462500000000042
0.35138888888888886,bead,100,G5,0.34061,bf_21_b,f199,0.3080575,0.03255250000000004
0.35138888888888886,bead,100,G4,0.20723,br_11_b,rep2,0.3080575,0
0.35138888888888886,bead,100,F3,0.30245,bf_11_a,f199,0.3080575,0
0.35138888888888886,bead,100,G3,0.35686,bf_11_b,f199,0.3080575,0.048802500000000026
0.35138888888888886,bead,100,F5,0.37035,bf_21_a,f199,0.3080575,0.06229250000000003
0.35138888888888886,bead,100,H5,0.36166,bf_21_c,f199,0.3080575,0.0536025
0.35138888888888886,bead,100,F4,0.34384,br_11_a,rep2,0.3080575,0.035782499999999995
0.35138888888888886,bead,100,F6,0.37186,br_21_a,rep2,0.3080575,0.06380250000000004
0.35138888888888886,bead,100,H3,0.29893,bf_11_c,f199,0.3080575,0
0.35138888888888886,bead,100,G6,0.39014,br_21_b,rep2,0.3080575,0.0820825
0.35138888888888886,bead,200,G2,0.50683,br_22_b,rep2,0.50169,0.005140000000000033
0.35138888888888886,bead,200,H2,0.4502,br_22_c,rep2,0.50169,0
0.35138888888888886,bead,200,F2,0.46988,br_22_a,rep2,0.50169,0
0.35138888888888886,bead,200,F1,0.50287,bf_22_a,f199,0.50169,0.0011800000000000699
0.35138888888888886,bead,200,G1,0.50595,bf_22_b,f199,0.50169,0.0042600000000000415
0.35138888888888886,bead,200,H1,0.47819,bf_22_c,f199,0.50169,0
0.35138888888888886,free,100,C4,0.084894,fr_11_a,rep2,0.13679,0
0.35138888888888886,free,100,E4,0.085,fr_11_c,rep2,0.13679,0
0.35138888888888886,free,100,D6,0.14031,fr_21_b,rep2,0.13679,0.0035199999999999954
0.35138888888888886,free,100,E6,0.15988,fr_21_c,rep2,0.13679,0.02309
0.35138888888888886,free,100,E3,0.090675,ff_11_c,f199,0.13679,0
0.35138888888888886,free,100,C6,0.15761,fr_21_a,rep2,0.13679,0.020820000000000005
0.35138888888888886,free,100,D5,0.14216,ff_21_b,f199,0.13679,0.005370000000000014
0.35138888888888886,free,100,D4,0.08055,fr_11_b,rep2,0.13679,0
0.35138888888888886,free,100,C3,0.086469,ff_11_a,f199,0.13679,0
0.35138888888888886,free,100,C5,0.16579,ff_21_a,f199,0.13679,0.028999999999999998
0.35138888888888886,free,100,E5,0.17637,ff_21_c,f199,0.13679,0.039580000000000004
0.35138888888888886,free,100,D3,0.08485,ff_11_b,f199,0.13679,0
0.35138888888888886,free,200,E2,0.16796,fr_22_c,rep2,0.165055,0.002904999999999991
0.35138888888888886,free,200,D1,0.14588,ff_22_b,f199,0.165055,0
0.35138888888888886,free,200,E1,0.16023,ff_22_c,f199,0.165055,0
0.35138888888888886,free,200,C1,0.16439,ff_22_a,f199,0.165055,0
0.35138888888888886,free,200,C2,0.16314,fr_22_a,rep2,0.165055,0
0.35138888888888886,free,200,D2,0.14662,fr_22_b,rep2,0.165055,0
0.7027777777777777,bead,100,F6,0.37682,br_21_a,rep2,0.30898749999999997,0.06783250000000002
0.7027777777777777,bead,100,G4,0.20934,br_11_b,rep2,0.30898749999999997,0
0.7027777777777777,bead,100,G6,0.39201,br_21_b,rep2,0.30898749999999997,0.08302250000000005
0.7027777777777777,bead,100,F4,0.34789,br_11_a,rep2,0.30898749999999997,0.038902500000000007
0.7027777777777777,bead,100,H3,0.29454,bf_11_c,f199,0.30898749999999997,0
0.7027777777777777,bead,100,H4,0.26286,br_11_c,rep2,0.30898749999999997,0
0.7027777777777777,bead,100,G5,0.33334,bf_21_b,f199,0.30898749999999997,0.024352500000000055
0.7027777777777777,bead,100,G3,0.35787,bf_11_b,f199,0.30898749999999997,0.04888250000000005
0.7027777777777777,bead,100,H5,0.36893,bf_21_c,f199,0.30898749999999997,0.05994250000000001
0.7027777777777777,bead,100,F3,0.28956,bf_11_a,f199,0.30898749999999997,0
0.7027777777777777,bead,100,H6,0.32509,br_21_c,rep2,0.30898749999999997,0.01610250000000002
0.7027777777777777,bead,100,F5,0.37667,bf_21_a,f199,0.30898749999999997,0.06768250000000003
0.7027777777777777,bead,200,G2,0.50671,br_22_b,rep2,0.499725,0.006985000000000019
0.7027777777777777,bead,200,F2,0.48066,br_22_a,rep2,0.499725,0
0.7027777777777777,bead,200,G1,0.51857,bf_22_b,f199,0.499725,0.018845
0.7027777777777777,bead,200,H2,0.46288,br_22_c,rep2,0.499725,0
0.7027777777777777,bead,200,H1,0.48703,bf_22_c,f199,0.499725,0
0.7027777777777777,bead,200,F1,0.51445,bf_22_a,f199,0.499725,0.014724999999999988
0.7027777777777777,free,100,E4,0.086987,fr_11_c,rep2,0.13986749999999998,0
0.7027777777777777,free,100,C4,0.0881,fr_11_a,rep2,0.13986749999999998,0
0.7027777777777777,free,100,E3,0.092819,ff_11_c,f199,0.13986749999999998,0
0.7027777777777777,free,100,D5,0.14879,ff_21_b,f199,0.13986749999999998,0.008922500000000028
0.7027777777777777,free,100,D4,0.082881,fr_11_b,rep2,0.13986749999999998,0
0.7027777777777777,free,100,C6,0.16338,fr_21_a,rep2,0.13986749999999998,0.02351250000000002
0.7027777777777777,free,100,C5,0.17054,ff_21_a,f199,0.13986749999999998,0.03067250000000002
0.7027777777777777,free,100,D3,0.0871,ff_11_b,f199,0.13986749999999998,0
0.7027777777777777,free,100,D6,0.14641,fr_21_b,rep2,0.13986749999999998,0.006542500000000034
0.7027777777777777,free,100,E6,0.16337,fr_21_c,rep2,0.13986749999999998,0.02350250000000001
0.7027777777777777,free,100,C3,0.089713,ff_11_a,f199,0.13986749999999998,0
0.7027777777777777,free,100,E5,0.18203,ff_21_c,f199,0.13986749999999998,0.04216250000000002
0.7027777777777777,free,200,C1,0.16961,ff_22_a,f199,0.17089500000000002,0
0.7027777777777777,free,200,C2,0.16772,fr_22_a,rep2,0.17089500000000002,0
0.7027777777777777,free,200,E2,0.17201,fr_22_c,rep2,0.17089500000000002,0.0011149999999999771
0.7027777777777777,free,200,D2,0.15224,fr_22_b,rep2,0.17089500000000002,0
0.7027777777777777,free,200,E1,0.16456,ff_22_c,f199,0.17089500000000002,0
0.7027777777777777,free,200,D1,0.15234,ff_22_b,f199,0.17089500000000002,0
1.0541666666666667,bead,100,H4,0.26381,br_11_c,rep2,0.310705,0
1.0541666666666667,bead,100,H5,0.37268,bf_21_c,f199,0.310705,0.061975
1.0541666666666667,bead,100,F6,0.38597,br_21_a,rep2,0.310705,0.07526499999999997
1.0541666666666667,bead,100,F4,0.34304,br_11_a,rep2,0.310705,0.032335
1.0541666666666667,bead,100,G6,0.39572,br_21_b,rep2,0.310705,0.08501500000000001
1.0541666666666667,bead,100,F5,0.38617,bf_21_a,f199,0.310705,0.075465
1.0541666666666667,bead,100,G4,0.21353,br_11_b,rep2,0.310705,0
1.0541666666666667,bead,100,F3,0.31587,bf_11_a,f199,0.310705,0.005164999999999975
1.0541666666666667,bead,100,G5,0.34292,bf_21_b,f199,0.310705,0.032214999999999994
1.0541666666666667,bead,100,G3,0.35917,bf_11_b,f199,0.310705,0.04846499999999998
1.0541666666666667,bead,100,H3,0.31253,bf_11_c,f199,0.310705,0.0018249999999999655
1.0541666666666667,bead,100,H6,0.33093,br_21_c,rep2,0.310705,0.020224999999999993
1.0541666666666667,bead,200,G2,0.51759,br_22_b,rep2,0.50293,0.014660000000000006
1.0541666666666667,bead,200,F2,0.47901,br_22_a,rep2,0.50293,0
1.0541666666666667,bead,200,G1,0.52996,bf_22_b,f199,0.50293,0.02703
1.0541666666666667,bead,200,H2,0.46549,br_22_c,rep2,0.50293,0
1.0541666666666667,bead,200,H1,0.4977,bf_22_c,f199,0.50293,0
1.0541666666666667,bead,200,F1,0.52149,bf_22_a,f199,0.50293,0.01856000000000002
1.0541666666666667,free,100,C5,0.17274,ff_21_a,f199,0.14126,0.03148000000000001
1.0541666666666667,free,100,C4,0.090169,fr_11_a,rep2,0.14126,0
1.0541666666666667,free,100,D4,0.084263,fr_11_b,rep2,0.14126,0
1.0541666666666667,free,100,C6,0.16503,fr_21_a,rep2,0.14126,0.023770000000000013
1.0541666666666667,free,100,E3,0.094244,ff_11_c,f199,0.14126,0
1.0541666666666667,free,100,D6,0.1482,fr_21_b,rep2,0.14126,0.006940000000000002
1.0541666666666667,free,100,E5,0.18582,ff_21_c,f199,0.14126,0.044560000000000016
1.0541666666666667,free,100,E6,0.16633,fr_21_c,rep2,0.14126,0.02507000000000001
1.0541666666666667,free,100,C3,0.0925,ff_11_a,f199,0.14126,0
1.0541666666666667,free,100,E4,0.089706,fr_11_c,rep2,0.14126,0
1.0541666666666667,free,100,D5,0.15122,ff_21_b,f199,0.14126,0.009959999999999997
1.0541666666666667,free,100,D3,0.089062,ff_11_b,f199,0.14126,0
1.0541666666666667,free,200,C2,0.17072,fr_22_a,rep2,0.17325000000000002,0
1.0541666666666667,free,200,C1,0.17291,ff_22_a,f199,0.17325000000000002,0
1.0541666666666667,free,200,D1,0.15639,ff_22_b,f199,0.17325000000000002,0
1.0541666666666667,free,200,D2,0.15512,fr_22_b,rep2,0.17325000000000002,0
1.0541666666666667,free,200,E1,0.16949,ff_22_c,f199,0.17325000000000002,0
1.0541666666666667,free,200,E2,0.17559,fr_22_c,rep2,0.17325000000000002,0.002339999999999981
1.4055555555555554,bead,100,G6,0.39737,br_21_b,rep2,0.3092425,0.08812750000000003
1.4055555555555554,bead,100,F6,0.38679,br_21_a,rep2,0.3092425,0.07754750000000005
1.4055555555555554,bead,100,F4,0.35117,br_11_a,rep2,0.3092425,0.041927500000000006
1.4055555555555554,bead,100,F5,0.38593,bf_21_a,f199,0.3092425,0.07668750000000002
1.4055555555555554,bead,100,G4,0.21228,br_11_b,rep2,0.3092425,0
1.4055555555555554,bead,100,F3,0.32697,bf_11_a,f199,0.3092425,0.017727500000000007
1.4055555555555554,bead,100,G3,0.35814,bf_11_b,f199,0.3092425,0.04889750000000004
1.4055555555555554,bead,100,H5,0.37621,bf_21_c,f199,0.3092425,0.06696750000000001
1.4055555555555554,bead,100,H3,0.31394,bf_11_c,f199,0.3092425,0.004697500000000021
1.4055555555555554,bead,100,H4,0.25822,br_11_c,rep2,0.3092425,0
1.4055555555555554,bead,100,G5,0.33031,bf_21_b,f199,0.3092425,0.021067500000000017
1.4055555555555554,bead,100,H6,0.33422,br_21_c,rep2,0.3092425,0.02497750000000004
1.4055555555555554,bead,200,F2,0.47596,br_22_a,rep2,0.50274,0
1.4055555555555554,bead,200,H1,0.48818,bf_22_c,f199,0.50274,0
1.4055555555555554,bead,200,G2,0.50431,br_22_b,rep2,0.50274,0.0015700000000000713
1.4055555555555554,bead,200,F1,0.52253,bf_22_a,f199,0.50274,0.019790000000000085
1.4055555555555554,bead,200,G1,0.53043,bf_22_b,f199,0.50274,0.027689999999999992
1.4055555555555554,bead,200,H2,0.46768,br_22_c,rep2,0.50274,0
1.4055555555555554,free,100,E5,0.18852,ff_21_c,f199,0.14289000000000002,0.045629999999999976
1.4055555555555554,free,100,E6,0.16846,fr_21_c,rep2,0.14289000000000002,0.02556999999999998
1.4055555555555554,free,100,E4,0.089956,fr_11_c,rep2,0.14289000000000002,0
1.4055555555555554,free,100,D6,0.15207,fr_21_b,rep2,0.14289000000000002,0.009179999999999994
1.4055555555555554,free,100,D4,0.085912,fr_11_b,rep2,0.14289000000000002,0
1.4055555555555554,free,100,C6,0.16781,fr_21_a,rep2,0.14289000000000002,0.02491999999999997
1.4055555555555554,free,100,C4,0.092244,fr_11_a,rep2,0.14289000000000002,0
1.4055555555555554,free,100,E3,0.094975,ff_11_c,f199,0.14289000000000002,0
1.4055555555555554,free,100,D5,0.15607,ff_21_b,f199,0.14289000000000002,0.01317999999999997
1.4055555555555554,free,100,C3,0.093663,ff_11_a,f199,0.14289000000000002,0
1.4055555555555554,free,100,C5,0.17555,ff_21_a,f199,0.14289000000000002,0.032659999999999995
1.4055555555555554,free,100,D3,0.090094,ff_11_b,f199,0.14289000000000002,0
1.4055555555555554,free,200,C2,0.17433,fr_22_a,rep2,0.17757499999999998,0
1.4055555555555554,free,200,E2,0.17805,fr_22_c,rep2,0.17757499999999998,4.7500000000003095e-4
1.4055555555555554,free,200,D2,0.16034,fr_22_b,rep2,0.17757499999999998,0
1.4055555555555554,free,200,C1,0.17573,ff_22_a,f199,0.17757499999999998,0
1.4055555555555554,free,200,E1,0.17195,ff_22_c,f199,0.17757499999999998,0
1.4055555555555554,free,200,D1,0.16188,ff_22_b,f199,0.17757499999999998,0
1.7569444444444444,bead,100,F6,0.38075,br_21_a,rep2,0.307855,0.07289499999999999
1.7569444444444444,bead,100,G4,0.21161,br_11_b,rep2,0.307855,0
1.7569444444444444,bead,100,G6,0.40171,br_21_b,rep2,0.307855,0.09385500000000002
1.7569444444444444,bead,100,G3,0.35606,bf_11_b,f199,0.307855,0.048205
1.7569444444444444,bead,100,G5,0.32717,bf_21_b,f199,0.307855,0.019315000000000027
1.7569444444444444,bead,100,H4,0.26996,br_11_c,rep2,0.307855,0
1.7569444444444444,bead,100,F4,0.35746,br_11_a,rep2,0.307855,0.04960500000000001
1.7569444444444444,bead,100,F3,0.32648,bf_11_a,f199,0.307855,0.018625000000000003
1.7569444444444444,bead,100,H5,0.37662,bf_21_c,f199,0.307855,0.06876500000000002
1.7569444444444444,bead,100,H6,0.33908,br_21_c,rep2,0.307855,0.031225000000000003
1.7569444444444444,bead,100,H3,0.312,bf_11_c,f199,0.307855,0.00414500000000001
1.7569444444444444,bead,100,F5,0.38835,bf_21_a,f199,0.307855,0.08049499999999998
1.7569444444444444,bead,200,G2,0.50491,br_22_b,rep2,0.500435,0.004475000000000007
1.7569444444444444,bead,200,G1,0.52846,bf_22_b,f199,0.500435,0.028025000000000078
1.7569444444444444,bead,200,H2,0.46382,br_22_c,rep2,0.500435,0
1.7569444444444444,bead,200,F1,0.52321,bf_22_a,f199,0.500435,0.02277499999999999
1.7569444444444444,bead,200,H1,0.47061,bf_22_c,f199,0.500435,0
1.7569444444444444,bead,200,F2,0.47429,br_22_a,rep2,0.500435,0
1.7569444444444444,free,100,C4,0.093606,fr_11_a,rep2,0.1438325,0
1.7569444444444444,free,100,E4,0.092619,fr_11_c,rep2,0.1438325,0
1.7569444444444444,free,100,E5,0.19076,ff_21_c,f199,0.1438325,0.04692750000000001
1.7569444444444444,free,100,E6,0.16892,fr_21_c,rep2,0.1438325,0.025087499999999985
1.7569444444444444,free,100,C3,0.095562,ff_11_a,f199,0.1438325,0
1.7569444444444444,free,100,D6,0.15396,fr_21_b,rep2,0.1438325,0.010127500000000011
1.7569444444444444,free,100,D4,0.086975,fr_11_b,rep2,0.1438325,0
1.7569444444444444,free,100,C6,0.16899,fr_21_a,rep2,0.1438325,0.0251575
1.7569444444444444,free,100,C5,0.17684,ff_21_a,f199,0.1438325,0.033007499999999995
1.7569444444444444,free,100,E3,0.096569,ff_11_c,f199,0.1438325,0
1.7569444444444444,free,100,D3,0.091525,ff_11_b,f199,0.1438325,0
1.7569444444444444,free,100,D5,0.15796,ff_21_b,f199,0.1438325,0.014127499999999987
1.7569444444444444,free,200,E1,0.17386,ff_22_c,f199,0.17848,0
1.7569444444444444,free,200,D2,0.16229,fr_22_b,rep2,0.17848,0
1.7569444444444444,free,200,C2,0.17567,fr_22_a,rep2,0.17848,0
1.7569444444444444,free,200,C1,0.17625,ff_22_a,f199,0.17848,0
1.7569444444444444,free,200,E2,0.17993,fr_22_c,rep2,0.17848,0.0014500000000000068
1.7569444444444444,free,200,D1,0.16278,ff_22_b,f199,0.17848,0
10.190555555555555,bead,100,F3,0.34596,bf_11_a,f199,0.24219000000000002,0.10376999999999997
10.190555555555555,bead,100,F6,0.36901,br_21_a,rep2,0.24219000000000002,0.12682
10.190555555555555,bead,100,H3,0.26036,bf_11_c,f199,0.24219000000000002,0.018169999999999964
10.190555555555555,bead,100,H5,0.34923,bf_21_c,f199,0.24219000000000002,0.10703999999999997
10.190555555555555,bead,100,G4,0.18611,br_11_b,rep2,0.24219000000000002,0
10.190555555555555,bead,100,G6,0.34478,br_21_b,rep2,0.24219000000000002,0.10258999999999996
10.190555555555555,bead,100,F5,0.36921,bf_21_a,f199,0.24219000000000002,0.12701999999999997
10.190555555555555,bead,100,G5,0.31612,bf_21_b,f199,0.24219000000000002,0.07393
10.190555555555555,bead,100,F4,0.35859,br_11_a,rep2,0.24219000000000002,0.1164
10.190555555555555,bead,100,H4,0.32584,br_11_c,rep2,0.24219000000000002,0.08365
10.190555555555555,bead,100,G3,0.36184,bf_11_b,f199,0.24219000000000002,0.11964999999999998
10.190555555555555,bead,100,H6,0.29054,br_21_c,rep2,0.24219000000000002,0.048350000000000004
10.190555555555555,bead,200,F2,0.46936,br_22_a,rep2,0.450615,0.01874500000000001
10.190555555555555,bead,200,G2,0.48114,br_22_b,rep2,0.450615,0.030525000000000024
10.190555555555555,bead,200,G1,0.46462,bf_22_b,f199,0.450615,0.01400499999999999
10.190555555555555,bead,200,H2,0.53366,br_22_c,rep2,0.450615,0.08304500000000004
10.190555555555555,bead,200,F1,0.57696,bf_22_a,f199,0.450615,0.12634500000000004
10.190555555555555,bead,200,H1,0.583,bf_22_c,f199,0.450615,0.13238499999999997
10.190555555555555,free,100,C4,0.10554,fr_11_a,rep2,0.1366975,0
10.190555555555555,free,100,E3,0.10387,ff_11_c,f199,0.1366975,0
10.190555555555555,free,100,D5,0.15477,ff_21_b,f199,0.1366975,0.01807249999999999
10.190555555555555,free,100,C6,0.14783,fr_21_a,rep2,0.1366975,0.01113249999999999
10.190555555555555,free,100,D6,0.14139,fr_21_b,rep2,0.1366975,0.004692499999999988
10.190555555555555,free,100,C3,0.10676,ff_11_a,f199,0.1366975,0
10.190555555555555,free,100,D4,0.10092,fr_11_b,rep2,0.1366975,0
10.190555555555555,free,100,E5,0.19512,ff_21_c,f199,0.1366975,0.05842249999999999
10.190555555555555,free,100,E6,0.15939,fr_21_c,rep2,0.1366975,0.022692500000000004
10.190555555555555,free,100,D3,0.11037,ff_11_b,f199,0.1366975,0
10.190555555555555,free,100,C5,0.16811,ff_21_a,f199,0.1366975,0.03141250000000001
10.190555555555555,free,100,E4,0.099238,fr_11_c,rep2,0.1366975,0
10.190555555555555,free,200,C2,0.16373,fr_22_a,rep2,0.15543,0.008299999999999974
10.190555555555555,free,200,D1,0.16914,ff_22_b,f199,0.15543,0.01371
10.190555555555555,free,200,D2,0.16044,fr_22_b,rep2,0.15543,0.005009999999999987
10.190555555555555,free,200,C1,0.17578,ff_22_a,f199,0.15543,0.02034999999999998
10.190555555555555,free,200,E1,0.17068,ff_22_c,f199,0.15543,0.015249999999999986
10.190555555555555,free,200,E2,0.1606,fr_22_c,rep2,0.15543,0.00516999999999998
10.541944444444445,bead,100,F5,0.37046,bf_21_a,f199,0.24798000000000003,0.12247999999999998
10.541944444444445,bead,100,F3,0.34906,bf_11_a,f199,0.24798000000000003,0.10107999999999995
10.541944444444445,bead,100,F6,0.37326,br_21_a,rep2,0.24798000000000003,0.12527999999999995
10.541944444444445,bead,100,G3,0.32941,bf_11_b,f199,0.24798000000000003,0.08142999999999995
10.541944444444445,bead,100,H5,0.33934,bf_21_c,f199,0.24798000000000003,0.09135999999999994
10.541944444444445,bead,100,G4,0.21142,br_11_b,rep2,0.24798000000000003,0
10.541944444444445,bead,100,G6,0.33476,br_21_b,rep2,0.24798000000000003,0.08677999999999997
10.541944444444445,bead,100,H4,0.33801,br_11_c,rep2,0.24798000000000003,0.09002999999999994
10.541944444444445,bead,100,H3,0.26479,bf_11_c,f199,0.24798000000000003,0.01680999999999999
10.541944444444445,bead,100,F4,0.36352,br_11_a,rep2,0.24798000000000003,0.11553999999999998
10.541944444444445,bead,100,H6,0.28426,br_21_c,rep2,0.24798000000000003,0.03627999999999998
10.541944444444445,bead,100,G5,0.30486,bf_21_b,f199,0.24798000000000003,0.056879999999999986
10.541944444444445,bead,200,F2,0.484,br_22_a,rep2,0.45882500000000004,0.025174999999999947
10.541944444444445,bead,200,G2,0.48761,br_22_b,rep2,0.45882500000000004,0.02878499999999995
10.541944444444445,bead,200,G1,0.45918,bf_22_b,f199,0.45882500000000004,3.549999999999387e-4
10.541944444444445,bead,200,H2,0.54034,br_22_c,rep2,0.45882500000000004,0.081515
10.541944444444445,bead,200,F1,0.59631,bf_22_a,f199,0.45882500000000004,0.13748499999999997
10.541944444444445,bead,200,H1,0.60145,bf_22_c,f199,0.45882500000000004,0.142625
10.541944444444445,free,100,C4,0.10569,fr_11_a,rep2,0.1357,0
10.541944444444445,free,100,D6,0.14043,fr_21_b,rep2,0.1357,0.004730000000000012
10.541944444444445,free,100,D3,0.10993,ff_11_b,f199,0.1357,0
10.541944444444445,free,100,E6,0.15684,fr_21_c,rep2,0.1357,0.02114000000000002
10.541944444444445,free,100,E5,0.19631,ff_21_c,f199,0.1357,0.060610000000000025
10.541944444444445,free,100,E3,0.10367,ff_11_c,f199,0.1357,0
10.541944444444445,free,100,C5,0.16804,ff_21_a,f199,0.1357,0.03234000000000001
10.541944444444445,free,100,C6,0.14622,fr_21_a,rep2,0.1357,0.010520000000000002
10.541944444444445,free,100,D4,0.101,fr_11_b,rep2,0.1357,0
10.541944444444445,free,100,E4,0.099431,fr_11_c,rep2,0.1357,0
10.541944444444445,free,100,D5,0.15538,ff_21_b,f199,0.1357,0.019680000000000003
10.541944444444445,free,100,C3,0.10634,ff_11_a,f199,0.1357,0
10.541944444444445,free,200,C2,0.16381,fr_22_a,rep2,0.15381499999999998,0.009995000000000032
10.541944444444445,free,200,D1,0.1696,ff_22_b,f199,0.15381499999999998,0.01578500000000002
10.541944444444445,free,200,E2,0.16172,fr_22_c,rep2,0.15381499999999998,0.007905000000000023
10.541944444444445,free,200,C1,0.17606,ff_22_a,f199,0.15381499999999998,0.022245000000000015
10.541944444444445,free,200,E1,0.17039,ff_22_c,f199,0.15381499999999998,0.016575000000000034
10.541944444444445,free,200,D2,0.16051,fr_22_b,rep2,0.15381499999999998,0.006695000000000034
10.893333333333334,bead,100,F3,0.36056,bf_11_a,f199,0.2439975,0.11656249999999999
10.893333333333334,bead,100,F6,0.3833,br_21_a,rep2,0.2439975,0.13930249999999997
10.893333333333334,bead,100,H5,0.34171,bf_21_c,f199,0.2439975,0.09771250000000001
10.893333333333334,bead,100,G4,0.21383,br_11_b,rep2,0.2439975,0
10.893333333333334,bead,100,G3,0.36027,bf_11_b,f199,0.2439975,0.11627249999999997
10.893333333333334,bead,100,H3,0.26652,bf_11_c,f199,0.2439975,0.022522499999999973
10.893333333333334,bead,100,F5,0.37304,bf_21_a,f199,0.2439975,0.12904249999999998
10.893333333333334,bead,100,F4,0.35429,br_11_a,rep2,0.2439975,0.11029249999999999
10.893333333333334,bead,100,G6,0.32839,br_21_b,rep2,0.2439975,0.08439250000000001
10.893333333333334,bead,100,H6,0.28209,br_21_c,rep2,0.2439975,0.0380925
10.893333333333334,bead,100,H4,0.35868,br_11_c,rep2,0.2439975,0.11468249999999999
10.893333333333334,bead,100,G5,0.30944,bf_21_b,f199,0.2439975,0.06544249999999999
10.893333333333334,bead,200,G2,0.49704,br_22_b,rep2,0.46667000000000003,0.030369999999999953
10.893333333333334,bead,200,F2,0.48821,br_22_a,rep2,0.46667000000000003,0.021539999999999948
10.893333333333334,bead,200,H2,0.55029,br_22_c,rep2,0.46667000000000003,0.08361999999999992
10.893333333333334,bead,200,F1,0.61576,bf_22_a,f199,0.46667000000000003,0.14908999999999994
10.893333333333334,bead,200,G1,0.46333,bf_22_b,f199,0.46667000000000003,0
10.893333333333334,bead,200,H1,0.62241,bf_22_c,f199,0.46667000000000003,0.15574
10.893333333333334,free,100,C4,0.10658,fr_11_a,rep2,0.1348725,0
10.893333333333334,free,100,D5,0.15554,ff_21_b,f199,0.1348725,0.020667500000000005
10.893333333333334,free,100,E5,0.19645,ff_21_c,f199,0.1348725,0.06157750000000001
10.893333333333334,free,100,C6,0.14639,fr_21_a,rep2,0.1348725,0.011517499999999986
10.893333333333334,free,100,E6,0.15858,fr_21_c,rep2,0.1348725,0.023707499999999992
10.893333333333334,free,100,D4,0.1008,fr_11_b,rep2,0.1348725,0
10.893333333333334,free,100,E3,0.10342,ff_11_c,f199,0.1348725,0
10.893333333333334,free,100,D6,0.14359,fr_21_b,rep2,0.1348725,0.00871749999999999
10.893333333333334,free,100,D3,0.10829,ff_11_b,f199,0.1348725,0
10.893333333333334,free,100,C3,0.10508,ff_11_a,f199,0.1348725,0
10.893333333333334,free,100,E4,0.10037,fr_11_c,rep2,0.1348725,0
10.893333333333334,free,100,C5,0.16758,ff_21_a,f199,0.1348725,0.0327075
10.893333333333334,free,200,D2,0.16089,fr_22_b,rep2,0.152565,0.008324999999999999
10.893333333333334,free,200,C2,0.16609,fr_22_a,rep2,0.152565,0.013524999999999981
10.893333333333334,free,200,C1,0.17594,ff_22_a,f199,0.152565,0.023375000000000007
10.893333333333334,free,200,E1,0.17116,ff_22_c,f199,0.152565,0.018595
10.893333333333334,free,200,D1,0.17049,ff_22_b,f199,0.152565,0.017924999999999996
