"sample","raw_r_0.05","raw_r_0.1","raw_r_0.2","raw_r_0.5","raw_r_1","raw_r_5","raw_r_10","raw_r_50","bs3_r0.05","bs3_r0.1","bs3_r0.2","bs3_r0.5","bs3_r1","bs3_r5","bs3_r10","bs3_r50","bs5_r0.05","bs5_r0.1","bs5_r0.2","bs5_r0.5","bs5_r1","bs5_r5","bs5_r10","bs5_r50","bs10_r0.05","bs10_r0.1","bs10_r0.2","bs10_r0.5","bs10_r1","bs10_r5","bs10_r10","bs10_r50","bs15_r0.05","bs15_r0.1","bs15_r0.2","bs15_r0.5","bs15_r1","bs15_r5","bs15_r10","bs15_r50","CPP_r_0.1","CPP_r_0.2","CPP_r_0.5","CPP_r_1","deriv_loess_span0.1","deriv_loess_span0.2"
"D9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33134039742531,18.4742739273564,NA,NA,NA,NA,NA,5.10552763638084,7.14849222548211,19.0259473223981,5.54858579428221,5.56901544017322,5.60987473195525,5.73245260730132,5.93674906621145,7.57112073749246,10.0002771910406,19.6857088209679,7.63763903869665,7.65806868458767,7.69892797636969,8.26834810044021,8.47577285085496,10.0398474986694,12.2926357492839,20.2912500323544,17.7373844897082,19.8147946222605,26.7941870442548,40,19.5,19.5
"D10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.757493528588,NA,NA,NA,NA,NA,NA,6.99008592795434,38.8972453998064,NA,NA,NA,NA,NA,8.0426615136386,10.9108671166236,37.6920693428764,7.76687279284617,7.78956003003749,7.83493450442013,7.97105792756803,8.49808555232299,10.4846832268815,14.0472006347512,36.8868460473459,NA,NA,24.5516479178767,21.1163810307351,33.5,1.5
"D11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85570586368034,38.4112336071521,NA,NA,NA,NA,NA,5.11497084195529,7.11960218720702,31.478083209165,5.4812081323405,5.50209354933687,5.5438643833296,5.6691768853078,5.87803105527147,8.04152357266937,11.1277191275074,18.9580753541614,7.7623128554787,7.79121324979555,7.84901403842926,8.02241640433038,8.31142034749892,10.7704566249783,14.4917191934038,9.35994638793742,NA,NA,NA,12.9738770678119,10.5,1.5
"D12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2839056613835,NA,NA,NA,NA,NA,NA,5.32396579767175,NA,NA,NA,NA,NA,5.08294682576044,6.9028531634701,9.79901730989294,NA,6.95955410277734,6.9793940614392,7.01907397876292,7.13811373073408,7.33651331735269,9.84535800867034,12.333105893038,NA,35.4049201798361,30.2731527171767,14.8778503291985,7.00404790843508,1.5,1.5
"E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2157719257653,NA,NA,NA,NA,NA,NA,5.22751775505966,16.9609857657635,NA,NA,5.71645365986338,5.79872456610543,5.23041429554597,6.75120359128552,8.5464956074949,17.5818130177419,7.43511833911592,7.45288791362228,7.48842706263499,7.59504450967313,7.7727402547367,9.19430621524526,11.0980240449922,18.0487942900505,18.1953622938061,20.0869579442583,24.9319398915024,40,22.5,21.5
"E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5589879894006,NA,NA,NA,NA,NA,NA,6.72029361019966,16.9699952465371,5.60744553168926,5.62368803825953,5.65617305140007,5.7536280908217,5.91605315652441,7.52939114139743,9.30903374863977,17.9180320173581,7.93537184917603,7.95398672159982,7.99121646644741,7.73470508103945,7.99812551591886,9.63462131864458,11.6886207840126,18.2021276722324,18.2699396513408,20.1205027839315,25.080667758152,40,20.5,20.5
"E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.251968169473,NA,NA,NA,NA,NA,NA,6.02091194881811,17.6311777475047,5.27772395810802,5.29382288872244,5.32602074995128,5.42261433363781,5.58360363978203,6.77494295650593,9.10179249102217,18.0682679073842,7.50962358274678,7.53108496006846,7.57400771471181,7.70277597864188,7.91738975185865,9.63361743234011,11.871662329095,18.3877243272873,18.6143606078534,20.4202240449401,25.3495802098882,40,21.5,21.5
"E4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8972379385376,NA,NA,NA,NA,NA,NA,5.36954827102393,18.489435727251,NA,NA,NA,NA,5.01273244779446,6.24271235217394,9.84966635131036,19.4005043727647,6.28628833584351,6.29908705441686,6.32468449156356,6.40147680300365,6.52946398873714,9.91355151515196,12.3046883739226,20.0897549929643,7.33108927678973,20.1218593467346,26.8786267003416,NA,34.5,21.5
"E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6033823682696,NA,NA,NA,NA,NA,NA,5.58860566768033,18.4263430799524,5.17951358223263,5.19571570235833,5.22811994260974,5.32533266336396,5.48735386462098,6.8005327791562,8.40950767594092,19.1936754397467,7.09721160287321,7.11351038314764,7.1461079436965,7.24390062534306,7.40688842808733,8.70422871755362,11.2429448857453,19.7436118322821,15.3861083200636,19.6743020064594,26.9974984854662,40,34.5,19.5
"E6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9001003192718,NA,NA,NA,NA,NA,NA,5.78811694384081,18.4703618326188,NA,NA,NA,NA,5.18806386624833,6.77493912140325,10.0280194165706,19.2527796403622,6.49957731620336,6.51773477391324,6.554049689333,6.83170542696804,6.98710830845564,9.8371847351198,13.4639688894352,19.7597279861985,12.4147403196805,19.5760915524778,26.6696209525824,NA,21.5,1.5
"E7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4061954628021,NA,NA,NA,NA,NA,NA,6.75117308816643,17.8402502317174,5.3177936815127,5.33448512277089,5.36786800528728,5.46801665283645,5.6349310654184,7.22472681362481,10.1639204973333,18.5007352862512,7.25789649700428,7.27821080607099,7.31883942420439,7.44072527860461,7.64386836927163,10.1807932189009,13.0936530054947,18.9403799466813,18.270976545569,20.5886741956212,26.8323670660353,40,31.5,21.5
"E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2658750323754,NA,NA,NA,NA,NA,NA,5.62366527998486,19.3799172241687,5.10163794996651,5.11401472629229,5.13876827894384,5.21302893689851,5.33679670015628,6.3135601716941,9.38901586775107,20.7105717247396,6.43388491493647,6.45837845027044,6.50736552093839,6.65432673294225,8.40928566188098,9.49219897552117,12.774098427574,21.6542770919534,9.78379822325111,19.8455324865952,26.6892751939215,40,3.5,1.5
"E9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8219584285663,NA,NA,NA,NA,NA,NA,5.89097790520155,17.1043562272486,5.32235038190555,5.33851101189979,5.37083227188826,5.46779605185369,5.62940235179607,7.35345263164318,9.32223488876121,17.8921386033988,7.71784379058224,7.73711071825297,7.77564457359443,7.8912461396188,8.0839154163261,9.68648468204656,12.1110813473008,18.3418868158746,18.1982566793336,20.4850149293529,27.0986802747466,NA,27.5,28.5
"E10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7009572197845,NA,NA,NA,NA,NA,NA,6.35506947470562,38.2976435507648,5.68624792283543,5.70613875719295,5.74592042590799,5.8652654320531,6.06417377562827,7.11337647445747,10.2919120542802,37.5620912131086,6.89213503870109,6.92157008922641,6.98044019027706,7.15705049342902,7.45140099868228,10.0806213091568,14.2281023799776,35.3232627985623,NA,NA,NA,10.0344955953307,1.5,1.5
"E11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40677846277164,NA,NA,NA,NA,NA,NA,5.03769280280402,6.72291180611845,NA,5.64467333197258,5.66385084432658,5.70220586903457,5.81727094315854,6.02283330756202,7.34874946743699,9.54197812169629,NA,7.22230192429074,7.24414195291723,7.28782201017019,7.30140505772351,7.53289381270718,9.38480385257653,14.2771093496621,NA,NA,NA,21.9587823735398,10.9648752043723,2.5,1.5
"E12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1472464437429,NA,NA,NA,NA,NA,NA,5.60468164284969,31.6649099220786,5.63920104973498,5.6508689113938,5.67420463471144,5.74421180466434,5.86089042125252,6.43746650232202,8.31634872415483,NA,6.73973447742302,6.75903491147847,6.79763577958939,6.91343838392215,7.10644272447675,8.91773570958074,12.0733878397053,NA,NA,NA,NA,9.91950246509951,1.5,1.5
"F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.365967144669,NA,NA,NA,NA,NA,NA,5.16350008602241,22.5803358284295,NA,NA,NA,NA,5.15091449750357,6.32441494468024,7.83949340028035,23.0470903896153,6.61204806256763,6.62709472742818,6.85845257533401,6.93402972001391,7.05999162781374,9.14725123853085,12.2805841896686,23.894223541043,23.9910416594107,25.7606713596289,29.9459301379406,40,27.5,28.5
"F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9269435107006,NA,NA,NA,NA,NA,NA,6.57168816636801,22.403431116037,NA,NA,NA,NA,NA,7.15027653281325,9.9861351888038,23.111855311507,7.0979794669968,7.12076360694009,7.16633188682668,7.30303672648643,8.15372939265111,10.0992962949543,12.6894658115031,23.5475867810268,23.5308597772457,25.4322921282459,29.6895035827778,NA,25.5,26.5
"F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0581256126865,NA,NA,NA,NA,NA,NA,NA,17.5960127297617,NA,NA,NA,NA,NA,6.60351293857824,9.72901257788725,18.1752489021499,6.43281912369487,6.45904040735152,6.51148297466481,6.6688106766047,7.30428417175707,10.145183797954,13.436602292986,18.4411342428179,17.2663147384165,19.7867452499944,25.0519223035057,40,20.5,21.5
"F4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6753292286971,NA,NA,NA,NA,NA,5.02761915528201,6.77325966404991,19.568309477465,5.71227836231555,5.72930831694472,5.76336822620307,5.86554795397811,6.03584750026985,7.49907488661564,8.73486103105252,20.2677013362619,7.64659526620805,7.65821153840375,7.68144408279513,7.75114171596929,7.86730443792623,9.87236056646167,12.0069589202076,20.9283169693757,18.4549063985924,20.6944897901086,26.8971602198711,NA,1.5,21.5
"F5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.10490784842114,19.4929394116292,NA,NA,NA,NA,NA,NA,7.40599777996275,19.9251584433577,5.16610268609491,5.18250701155644,5.2153156624795,5.69721326392203,5.89442652784414,8.05669077953327,10.8749099469793,20.6782521010488,7.64231671457704,7.66548657108413,7.7118262840983,7.85084542314084,8.08254398821173,10.3952017397116,13.7694344897832,21.1551890652857,18.9981689560415,21.1003977030095,28.2552045533696,40,37.5,21.5
"F6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0167327258091,NA,NA,NA,NA,NA,NA,5.47425594649702,20.093839859191,NA,NA,NA,NA,5.06587250333604,7.92415027550511,9.77792181373692,20.7098137145815,7.98545168618314,8.00674768081545,8.04933967008006,8.1771156378739,8.39007558419698,9.82505948533963,12.334328730992,21.2812762831381,19.0259264475225,20.922120419225,27.5142826390619,40,20.5,20.5
"F7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9600621172862,NA,NA,NA,NA,NA,NA,6.54913368678799,17.293487549278,5.28805112306466,5.31118903355573,5.35746485453789,5.49629231748437,5.72767142239517,7.40568126563326,9.31946514441209,18.0179003630039,7.93425329050812,7.95831585617224,8.00644098750045,8.15081638148512,8.07607465369228,9.76107311449314,12.1814899255244,18.4868703125244,18.0693572154036,20.5954665402793,26.8793479984516,40,35.5,24.5
"F8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8436171003529,NA,NA,NA,NA,NA,NA,6.11802866714582,16.8565342586764,NA,NA,NA,NA,5.82576774864172,6.66884663000056,8.42544304881565,17.6573011525768,7.69308349767145,7.7106494618596,7.7457813902359,7.85117717536481,8.02683681724632,9.05468194362976,11.2004848741581,18.496045097079,18.6227461112489,21.0280270242953,27.4454307445103,40,23.5,22.5
"F9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09921808800891,16.6396978210603,NA,NA,NA,NA,NA,NA,6.47869102617447,17.1132874376554,5.03294326492833,5.05544893079431,5.10046026252628,5.23549425772219,5.46055091638203,7.19897274204762,8.86250803430561,17.7394432053367,8.00237291595383,8.01943954616794,8.05357280659616,8.15597258788083,8.32663889002194,9.68403860103624,11.4328737225857,18.4582961201881,18.3764082660301,20.717825641035,26.9839854548214,NA,38.5,25.5
"F10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.34182721590438,29.045159766659,NA,NA,NA,NA,NA,5.27452639893882,7.55201062578664,29.5781921643801,5.67177623877188,5.69455108104036,5.74010076557732,5.87674981918819,6.10449824187297,7.92648562335122,10.8105444033932,31.181450098719,7.70257734562055,7.72535218788903,7.77090187242598,7.90755092603685,8.5103871108789,10.5018775273974,13.3029778522759,32.2469057810315,15.3844306838457,29.4738444218572,33.9582630345058,40,28.5,35.5
"F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.92787523116,NA,NA,NA,NA,NA,NA,6.60402676160836,29.8914460740868,5.54490333575282,5.56246417579108,5.59758585586762,5.70295089609722,5.87855929647989,6.75277454975226,9.49413748731997,31.6937381122351,7.07235797281804,7.095805756885,7.14270132501892,7.28338802942066,7.51786587009024,9.63480447539084,13.6068435856297,33.4606781633978,NA,NA,31.5329880022872,40,2.5,1.5
"F12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6407538243783,NA,NA,NA,NA,NA,NA,5.3713380097479,29.3014542173427,5.2125256716955,5.22409596187184,5.24723654222451,5.31665828328253,5.43236118504589,6.7948625738302,9.63566261304291,32.0514754503945,6.87989470039487,6.89023003914303,6.91090071663935,6.97291274912831,7.07626613660991,9.80255947346312,12.7753039163787,33.4764447005423,NA,NA,29.8929887091394,40,1.5,1.5
"G1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.459628543722,NA,NA,NA,NA,NA,NA,NA,22.8490965427658,NA,NA,NA,NA,NA,6.33259982846036,8.04103602535986,23.8051443241858,6.30236938840423,6.32264602187723,6.36319928882323,6.48485908966123,6.68762542439122,8.00261249571717,12.6109485311481,24.0883109854977,23.8146776502731,25.6642197347795,29.7080354301739,40,27.5,27.5
"G2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7012349627021,NA,NA,NA,NA,NA,NA,6.60017219710143,23.166710497812,NA,NA,NA,NA,NA,7.07803401261824,9.45247056894223,24.0520813813904,7.06484667256786,7.08917348910452,7.13782712217783,7.28378802139777,8.0684034845454,9.27670392173947,14.1812977276453,24.302887568328,23.4660489264098,25.6007616135855,29.8799979750602,NA,27.5,28.5
"G3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1872732751825,NA,NA,NA,NA,NA,NA,6.3565360027856,21.5869603330955,NA,NA,NA,NA,NA,7.15708312447239,10.8964260017221,22.0486743583111,6.75660309976176,6.78563858682652,6.84370956095605,6.86689652357372,7.16197188357315,10.4933334595131,13.6301647325242,22.283916615112,21.5556146004387,23.7059442884805,28.2691553370156,40,27.5,25.5
"G4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3121312088198,NA,NA,NA,NA,NA,NA,6.23772915423194,18.7941389589649,5.15039121634668,5.16346165886429,5.1896025438995,5.7690718576714,5.9427689239381,7.42347142312835,9.51236087409868,19.5605263141904,8.01873175749833,8.0374635149966,8.07492702999315,8.18731757498278,8.3746351499655,10.0615852822232,11.9717855696756,20.3838850825484,6.47400470451644,20.6857686895283,27.7110113880071,NA,20.5,21.5
"G5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7535955592676,NA,NA,NA,NA,NA,NA,NA,19.3597456405989,NA,NA,NA,NA,NA,6.82249417435025,9.68771199990914,20.2823441463116,7.46139701733228,7.48265213472757,7.52516236951815,7.65269307388989,7.86524424784279,10.0040333662482,12.2872534798597,20.9192670703721,NA,20.4720560951587,27.4612250722127,NA,21.5,20.5
"G6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0643862463902,NA,NA,NA,NA,NA,NA,6.56000975403367,19.4228689680236,5.56281580277358,5.57990483286554,5.71719384556206,5.8283194256067,6.0135287256811,7.5749994552367,9.24756452105375,20.2439550353595,7.15173208141805,7.17462719463103,7.220417421057,7.40172030249478,7.63714962520756,9.52058420690981,12.2654156083596,20.871042978423,19.3229565241966,21.3973961881499,28.1145026830828,40,34.5,21.5
"G7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3314625147531,16.6420782916832,NA,NA,NA,NA,NA,NA,6.65240700093863,16.9743932670909,5.62968699605658,5.64890231543217,5.68733295418336,5.80262487043691,5.99477806419283,7.47748202298102,9.28884416299225,17.6790837179221,7.97624301937947,7.99468412481776,8.03156633569435,8.14221296832411,8.32662402270704,9.6968840038499,12.0039994671437,18.2978987412703,18.0484467788662,20.4497947374455,26.7838256195044,40,32.5,24.5
"G8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.581106584931,NA,NA,NA,NA,NA,NA,7.33128863884969,17.4997545709748,NA,NA,NA,NA,6.1011244825483,7.76216298244929,9.57598612824838,18.2267569385798,8.02109353137089,8.04218706274186,8.01094438599305,8.1336617034283,8.33819056582039,9.82911325312013,12.934443464502,18.8096574983546,18.1952272857947,20.6922338259522,26.811479031898,NA,27.5,22.5
"G9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4013879835455,NA,NA,NA,NA,NA,NA,6.62607509931975,18.0663185361445,NA,NA,NA,NA,NA,7.9355036184687,9.9639599355404,18.9457934094675,8.02200986161505,8.04401972323016,8.08803944646039,8.22009861615107,8.4401972323022,9.97183931912915,12.8532842837632,19.6031081143222,6.16085682245689,20.4777581782478,27.0398653812603,NA,28.5,24.5
"G10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2550843177985,NA,NA,NA,NA,NA,NA,7.79586219151434,31.9238160167349,NA,NA,NA,NA,5.9727514155253,7.89916113959492,10.6313508137879,33.8198372950524,7.74401512939788,7.77211637942968,7.82831887949327,7.99692637968407,8.27793888000205,10.4283643810198,14.8243042934806,35.5033373601567,NA,NA,30.1990604475274,40,33.5,1.5
"G11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0247494215571,NA,NA,NA,NA,NA,NA,6.0047944695755,29.2094156642962,NA,NA,NA,NA,5.14316479485023,6.87590640913707,10.3752892417848,31.2348001810459,6.68260229907968,6.70375648645917,6.74606486121814,6.87298998549506,7.08453185928993,10.0764392771432,13.457440949921,32.8600864944383,NA,NA,30.491564917121,NA,1.5,1.5
"G12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.30562606581738,30.3228142469901,NA,NA,NA,NA,NA,NA,7.41443763730362,31.1070838835105,5.16486101173809,5.18663465420795,5.23018193914768,5.36082379396687,5.57856021866552,8.08188939355915,12.1203307219139,32.2987583009132,7.44762536454581,7.47589817047581,7.53244378233582,7.70208061791585,7.98480867721589,10.6505836647202,15.3611238155741,33.1853772662529,NA,17.1801152084399,32.1470097797562,40,30.5,1.5
"H1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6488476262844,NA,NA,NA,NA,NA,NA,NA,32.8479714869276,NA,NA,NA,NA,NA,6.34707147429238,8.24626188237288,34.9316024339611,6.85033462725159,6.8693265313324,6.90731033949401,7.02126176397884,7.21118080478689,8.71105971629788,12.4066773274242,25.6590344156821,NA,NA,NA,32.8686923778606,1.5,1.5
"H2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.601732425764,NA,NA,NA,NA,NA,NA,6.68949786697432,38.6288655123742,5.64558486419796,5.66263390298678,5.69673198056442,5.79902621329735,5.96951660118557,6.87078333977436,9.28943255730768,36.2766735028603,7.24624600182932,7.26970431632262,7.31662094530924,7.45737083226907,8.11976989644016,9.49617863392062,12.4819961932668,34.2808804863343,NA,NA,NA,12.1176153098489,1.5,1.5
"H3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9269756780941,NA,NA,NA,NA,NA,NA,6.47219927168018,24.3140593394018,NA,NA,5.03379148618141,5.14471010947438,5.53069308534027,7.32181057875079,11.5079732539308,24.6801434768186,6.80427771130376,6.8266666799714,6.87144461730666,7.00577842931245,7.22966811598876,10.8474954291156,14.2350709461327,24.9057513578633,24.3580876596318,26.170452365237,30.2540336267007,NA,26.5,27.5
"H4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5460290392844,NA,NA,NA,NA,NA,NA,5.53668912132496,18.270430333877,NA,NA,NA,NA,5.38619221809146,6.52817214504788,9.59450685717678,19.3436412686332,6.76256402508254,6.78456641627725,6.82857119866666,6.96058554583489,7.18060945778195,9.71406035350626,11.6745792753161,20.0166269860819,15.60236821894,20.5985349425271,27.3597037324976,40,28.5,29.5
"H5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2760388994787,NA,NA,NA,NA,NA,NA,5.97362530437642,18.991427618363,5.16418284441852,5.1825636744869,5.21932533462366,5.32961031503394,5.51341861571774,7.10970485316374,8.98641813781451,19.827066716933,7.39944788877675,7.41857885730534,7.45684079436253,7.57162660553409,7.76293629082003,9.53079314693867,11.8928815003851,20.4617245701757,18.4508184232907,20.5269024373406,26.6874005627201,NA,24.5,20.5
"H6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3753410142935,NA,NA,NA,NA,NA,NA,5.90718572656604,19.1749709626395,5.26244609455596,5.27687644178508,5.3057371362433,5.39231921961797,5.17055081334446,6.74095154218077,9.66306314646459,19.845728036672,6.71870275400548,6.7386082954557,6.77841937835616,6.89785262705753,7.09690804155981,9.60979999049498,12.2634659375416,20.3469695245886,7.54129956452172,19.5343812974075,26.3470722329549,NA,26.5,20.5
"H7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.24721120467,NA,NA,NA,NA,NA,NA,NA,23.3552379726967,NA,NA,NA,NA,5.00377774381262,6.00058655138565,7.19235474334715,33.726957623709,6.5416132775357,6.55452324757644,6.58034318765791,6.65780300790233,6.7869027083097,7.78132436212425,11.274709847923,38.4487107144876,36.041807863631,32.1203977267828,20.3561673162379,NA,1.5,1.5
"H8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2218770672094,NA,NA,NA,NA,NA,NA,6.00765606542982,38.2280896158943,NA,NA,NA,NA,NA,7.36142608509969,10.4955362326139,NA,7.01666302998702,7.04039277345567,7.08785226039297,7.23023072120487,8.09114630412664,10.617780619364,13.3167981478966,38.492718692048,NA,NA,21.8120530869766,8.99795808176771,1.5,1.5
"H9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3310247440569,NA,NA,NA,NA,NA,NA,6.03169112287683,NA,NA,5.00189269583259,5.03136509797438,5.11978230439976,5.26714431510873,7.69140944618748,10.7410362689266,NA,7.65272022436314,7.67507564306507,7.52423116431559,7.67461999148041,7.9252680367551,10.4285595717621,13.5301888558229,NA,28.8307353658148,15.8124138104314,12.4986837044042,17.9939549321383,4.5,5.5
"H10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9386761322493,NA,NA,NA,NA,NA,NA,6.21133950302627,39.3036779223762,5.56891692106507,5.58644552345137,5.62150272822397,5.72667434254176,5.49109888469065,7.00029243087004,9.74595499060714,32.7224781418158,7.07856886798578,7.10095323156133,7.14572195871242,7.2800281401657,7.50387177592117,9.84252326672509,14.6723084728061,27.6297033985338,NA,NA,NA,NA,20.5,1.5
"H11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75134427967092,30.2745480725707,NA,NA,NA,NA,NA,5.41764496670826,7.90591142745818,31.8160681400465,5.67791648595351,5.70167027018835,5.74917783865804,5.89567572563839,6.1339843679384,8.15189375064674,10.7824722802003,33.619348654659,7.85565167741907,7.88035600257401,7.92976465288388,8.0779906038135,8.32503385536285,10.4226310311139,14.7732756615289,35.0539883534645,NA,6.21433112958816,31.1321910807976,NA,39.5,1.5
"H12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1281934111095,NA,NA,NA,NA,NA,NA,NA,31.5695812309849,NA,NA,NA,NA,NA,7.05686593077073,10.4746786979754,34.5889418278983,6.94720460611499,6.9698091209884,7.01501815073524,7.15064523997573,7.56895215309858,10.2991905079512,12.7447282179921,36.9119937405394,NA,NA,NA,NA,1.5,1.5
