"sample","Cq_raw","Cq_CPP","Cq_inder"
"A1",NA,16.244069303645,16.244069303645
"A2",NA,14.2838773828604,14.2838773828604
"A3",NA,15.2765433321183,15.2765433321183
"A4",NA,10.3170746214417,10.3170746214417
"A5",NA,11.88155760927,11.88155760927
"A6",NA,11.7471461674036,11.7471461674036
"A7",NA,1.22874120576525,1.22874120576525
"A8",NA,1.14043361688645,1.14043361688645
"A9",NA,1.26311787718639,1.26311787718639
"A10",NA,1.21529711338847,1.21529711338847
"A11",NA,1.13959934797353,1.13959934797353
"A12",NA,36.1457723554998,36.1457723554998
"B1",NA,18.4642349180118,18.4642349180118
"B2",NA,19.7335583824242,19.7335583824242
"B3",NA,19.6884343687834,19.6884343687834
"B4",NA,16.622909223369,16.622909223369
"B5",NA,8.88012779019335,8.88012779019335
"B6",NA,7.47905336898704,7.47905336898704
"B7",NA,15.3888796624414,15.3888796624414
"B8",NA,7.20561616340554,7.20561616340554
"B9",NA,NA,NA
"B10",NA,16.71247022859,16.71247022859
"B11",NA,14.9537923684744,14.9537923684744
"B12",NA,1.21677345539929,1.21677345539929
"C1",NA,22.8871086366333,22.8871086366333
"C2",NA,25.2108568294774,25.2108568294774
"C3",NA,24.3569323673004,24.3569323673004
"C4",NA,13.7112958548436,13.7112958548436
"C5",NA,17.6775436252015,17.6775436252015
"C6",NA,17.7720934931195,17.7720934931195
"C7",NA,12.6275096210729,12.6275096210729
"C8",NA,13.7537238294813,13.7537238294813
"C9",NA,39.3017610549891,39.3017610549891
"C10",NA,2.36244308005278,2.36244308005278
"C11",NA,32.6907048887982,32.6907048887982
"C12",NA,1.06983227035259,1.06983227035259
"D1",NA,26.3894198055609,26.3894198055609
"D2",NA,28.9962236723987,28.9962236723987
"D3",NA,28.2145617181049,28.2145617181049
"D4",NA,3.81115512256675,3.81115512256675
"D5",NA,1.67362929980157,1.67362929980157
"D6",NA,1.55607326570428,1.55607326570428
"D7",NA,NA,NA
"D8",NA,2.55342359611992,2.55342359611992
"D9",NA,1.57939941625723,1.57939941625723
"D10",NA,14.9011146959277,14.9011146959277
"D11",NA,36.5427348822046,36.5427348822046
"D12",NA,1.16632862801203,1.16632862801203
"E1",NA,2.80851355680728,2.80851355680728
"E2",NA,4.93511890381435,4.93511890381435
"E3",NA,31.6700589343299,31.6700589343299
"E4",NA,NA,NA
"E5",NA,17.7542672607673,17.7542672607673
"E6",NA,1.57049969097314,1.57049969097314
"E7",NA,14.8850864878249,14.8850864878249
"E8",NA,16.0469900309883,16.0469900309883
"E9",NA,14.8634528558698,14.8634528558698
"E10",NA,18.4177530945738,18.4177530945738
"E11",NA,35.2942804799214,35.2942804799214
"E12",NA,1.03517667785293,1.03517667785293
"F1",NA,3.49640787920079,3.49640787920079
"F2",NA,14.1245644457042,14.1245644457042
"F3",NA,32.1393689149292,32.1393689149292
"F4",NA,2.55740975885389,2.55740975885389
"F5",NA,1.72225634493088,1.72225634493088
"F6",NA,1.69293744878189,1.69293744878189
"F7",NA,13.8676143497136,13.8676143497136
"F8",NA,35.9581584692626,35.9581584692626
"F9",NA,8.98078017550661,8.98078017550661
"F10",NA,NA,NA
"F11",NA,3.16105847971159,3.16105847971159
"F12",NA,1.18000018462119,1.18000018462119
"G1",NA,1.2440093212133,1.2440093212133
"G2",NA,31.9242692382831,31.9242692382831
"G3",NA,31.2750728251378,31.2750728251378
"G4",NA,1.52007230748348,1.52007230748348
"G5",NA,1.74134351272265,1.74134351272265
"G6",NA,2.30821734385898,2.30821734385898
"G7",NA,12.9241602052062,12.9241602052062
"G8",NA,7.85127010384353,7.85127010384353
"G9",NA,17.3154423872081,17.3154423872081
"G10",NA,16.2876899800505,16.2876899800505
"G11",NA,12.580675193834,12.580675193834
"G12",NA,1.23457075220029,1.23457075220029
"H1",NA,1.2178485019512,1.2178485019512
"H2",NA,36.1381721187079,36.1381721187079
"H3",NA,1.16920501436507,1.16920501436507
"H4",NA,1.1480359743988,1.1480359743988
"H5",NA,1.04152740388732,1.04152740388732
"H6",NA,37.243484552003,37.243484552003
"H7",NA,1.19873726315769,1.19873726315769
"H8",NA,NA,NA
"H9",NA,1.18532254364969,1.18532254364969
"H10",NA,1.24586475879642,1.24586475879642
"H11",NA,1.04295339080163,1.04295339080163
"H12",NA,1.17985521239411,1.17985521239411
