"sample","Cq_raw","Cq_CPP","Cq_inder"
"A1",NA,15.2068153776132,15.2068153776132
"A2",NA,15.2484975709149,15.2484975709149
"A3",NA,14.1080620977011,14.1080620977011
"A4",NA,1.97268382004421,1.97268382004421
"A5",NA,3.24426500116887,3.24426500116887
"A6",NA,2.88600514274982,2.88600514274982
"A7",NA,3.97012802050158,3.97012802050158
"A8",NA,4.10707774045328,4.10707774045328
"A9",NA,3.83142792019798,3.83142792019798
"A10",NA,21.0526866417307,21.0526866417307
"A11",NA,20.8973669095322,20.8973669095322
"A12",NA,20.9413291766616,20.9413291766616
"B1",NA,18.2746179938511,18.2746179938511
"B2",NA,18.378468136135,18.378468136135
"B3",NA,18.6036978417038,18.6036978417038
"B4",NA,13.133235490837,13.133235490837
"B5",NA,23.7752678915241,23.7752678915241
"B6",NA,27.3842403335383,27.3842403335383
"B7",NA,20.7024893833129,20.7024893833129
"B8",NA,20.8859874509034,20.8859874509034
"B9",NA,20.6078159017377,20.6078159017377
"B10",NA,21.0083249845708,21.0083249845708
"B11",NA,21.0745643309914,21.0745643309914
"B12",NA,20.6767709818969,20.6767709818969
"C1",NA,24.0968157222755,24.0968157222755
"C2",NA,24.4516046566649,24.4516046566649
"C3",NA,24.9284475398808,24.9284475398808
"C4",NA,23.5338984256952,23.5338984256952
"C5",NA,23.8819131270368,23.8819131270368
"C6",NA,23.0689151959849,23.0689151959849
"C7",NA,21.6541440358997,21.6541440358997
"C8",NA,22.1180126433216,22.1180126433216
"C9",NA,21.9691540450363,21.9691540450363
"C10",NA,28.8067572986506,28.8067572986506
"C11",NA,27.7980438703866,27.7980438703866
"C12",NA,1.88028755891922,1.88028755891922
"D1",NA,25.1195409640936,25.1195409640936
"D2",NA,26.074009896236,26.074009896236
"D3",NA,25.629891033267,25.629891033267
"D4",NA,24.5990681629318,24.5990681629318
"D5",NA,23.4548062002351,23.4548062002351
"D6",NA,24.5857548285626,24.5857548285626
"D7",NA,20.5436185901633,20.5436185901633
"D8",NA,20.4344229414552,20.4344229414552
"D9",NA,20.7609799479118,20.7609799479118
"D10",NA,26.3405790895837,26.3405790895837
"D11",NA,6.95302722274364,6.95302722274364
"D12",NA,27.2479387348214,27.2479387348214
"E1",NA,27.8857289498819,27.8857289498819
"E2",NA,28.4458391619091,28.4458391619091
"E3",NA,28.9044388653788,28.9044388653788
"E4",NA,22.0342534217191,22.0342534217191
"E5",NA,22.0227565055766,22.0227565055766
"E6",NA,21.9468181566252,21.9468181566252
"E7",NA,26.1395481203944,26.1395481203944
"E8",NA,24.7414175568289,24.7414175568289
"E9",NA,26.2097302724947,26.2097302724947
"E10",NA,24.3944936166822,24.3944936166822
"E11",NA,26.6994501955979,26.6994501955979
"E12",NA,3.13456869413586,3.13456869413586
"F1",NA,28.9770097323853,28.9770097323853
"F2",NA,30.2379082098458,30.2379082098458
"F3",NA,30.4108157956788,30.4108157956788
"F4",NA,24.5954224518833,24.5954224518833
"F5",NA,24.4073106557758,24.4073106557758
"F6",NA,24.7743023607972,24.7743023607972
"F7",NA,26.5979645047151,26.5979645047151
"F8",NA,27.3782394423134,27.3782394423134
"F9",NA,27.1923127529013,27.1923127529013
"F10",NA,22.3986439226458,22.3986439226458
"F11",NA,22.439776763832,22.439776763832
"F12",NA,22.8987533098199,22.8987533098199
"G1",NA,4.36190296592416,4.36190296592416
"G2",NA,30.7379373607405,30.7379373607405
"G3",NA,30.0277824943983,30.0277824943983
"G4",NA,31.0293545163248,31.0293545163248
"G5",NA,30.2752854512707,30.2752854512707
"G6",NA,30.3646838770093,30.3646838770093
"G7",NA,27.1186824354472,27.1186824354472
"G8",NA,23.7301786896575,23.7301786896575
"G9",NA,26.2560993292197,26.2560993292197
"G10",NA,22.0942025244682,22.0942025244682
"G11",NA,22.1383938420954,22.1383938420954
"G12",NA,21.9501499554927,21.9501499554927
"H1",NA,2.73221063410493,2.73221063410493
"H2",NA,2.03003390234058,2.03003390234058
"H3",NA,29.2269936534266,29.2269936534266
"H4",NA,25.8250188143373,25.8250188143373
"H5",NA,30.6290812351329,30.6290812351329
"H6",NA,3.25516162699359,3.25516162699359
"H7",NA,22.6958185993119,22.6958185993119
"H8",NA,22.9071932854764,22.9071932854764
"H9",NA,22.946626446722,22.946626446722
"H10",NA,22.2279678255276,22.2279678255276
"H11",NA,22.1622909314203,22.1622909314203
"H12",NA,21.344870283831,21.344870283831
