"cycle","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","D12","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","E11","E12","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","H1","H2","H3","H4","H5","H6","H7","H8","H9","H10","H11","H12"
26,0.579741461259205,0.576328735618909,0.570135261275658,0.566076621814182,0.619453893968881,0.580355427093351,0.478123123479362,0.536545924932637,0.576790281978431,0.409018248313314,0.393255110653757,0.825436204681695,0.533021245594793,0.521527735058201,0.527923217561786,0.545742488073393,0.564052903793636,0.545812954199999,0.454862480411092,0.487218378361321,0.479026375541357,1,0.628636469273448,0.918815657675786,0.208642154959198,0.206971860685263,0.158550512533391,0.510423480467415,0.512125683765335,0.486832456349107,0.494478248655759,0.591383418976666,0.491854718652274,0.576140193297862,0.580985526049568,0.746765769668768,0.141934910997767,0.092896692919074,0.0799984487614969,0.67799168692843,0.612834751369388,0.766358157822358,0.597376303483032,0.285915747326423,0.551307023655449,0.588012086749312,0.57331334183028,0.559003707972468,0.0522005941749514,0.0507499742893718,0.0599553083761088,0.583950759854254,0.570713751741526,0.571173338894353,0.557596683005294,0.572216878959539,0.75463019589737,0.82991638046372,0.846526661215081,0.972808910090688,0.0960085374802097,0.117242252642778,0.0825748217421004,0.722995792525628,0.54154547918039,0.528466595860013,0.668530224256187,0.56946912257787,0.56278121091722,0.524014835137968,0.524694069021116,0.541891629478394,0.82587212517497,0.761283399090026,0.836905544623037,0.766050709390863,0.559337704638298,0.728228796275098,0.59904565724363,0.581493499152556,0.571881380179732,0.53403392454765,0.529879472481774,0.539033245579286,0.437189557752996,0.262818594151769,0.0934407984575615,0.518280852036466,0.359501982247114,0.463750113123329,0.552198899844433,0.56451957701882,0.556984369187406,0.573755262980368,0.560108884701067,0.564050987058799
27,0.607694179485614,0.60351400515509,0.605790081272004,0.621824120153426,0.709779890938871,0.628529542276169,0.523724707660593,0.586714091630936,0.643436856680489,0.376880150238346,0.363430518832991,0.823511722130062,0.574742785795304,0.560282342499504,0.566327663559782,0.598297045506378,0.614596952467243,0.614366547315636,0.505817167844239,0.543031696055344,0.524398176259362,0.994162126350711,0.635344357359251,0.928131314356742,0.283569576834611,0.275922177797116,0.228238299587377,0.55605729904484,0.569806332501059,0.536516740765899,0.511186674756273,0.614309049017661,0.539981272207854,0.604694479611881,0.609240667339028,0.759683294931067,0.202190438803881,0.150067545140592,0.134226150331332,0.721413543444032,0.666782042551799,0.801602293276852,0.63621553221783,0.311485865610494,0.659271958908042,0.603206296777352,0.576190886008529,0.595122530539505,0.0693410615440458,0.0822399019653927,0.0732370706924327,0.618564682178083,0.613416230246694,0.598016286182145,0.589721563061182,0.600711308753682,0.765260803904382,0.951125073319885,0.90257171754522,1,0.104524824565768,0.116796236928901,0.0841141795218373,0.772287077888909,0.581563360089957,0.5700048811958,0.697803696269683,0.597992202277587,0.596135263960661,0.565504182053942,0.565008624382462,0.578517111801152,0.806869428033577,0.722713713389246,0.812561816640033,0.78748147550903,0.782242902716738,0.766497009043999,0.626468847546344,0.609437284474405,0.599553511207499,0.573863588902832,0.572767971396579,0.5755105770022,0.415452796289563,0.231870861402967,0.0665828799976856,0.561423834208929,0.530662975436477,0.508189344296872,0.588178975110983,0.59861035152318,0.588866145211442,0.607854906773959,0.592339089779725,0.59465962098103
28,0.63502303646933,0.630723065595566,0.639444677903629,0.684905671416888,0.749028638855176,0.66602147933784,0.575313347191602,0.6260755630489,0.699815462570135,0.346568779084128,0.330510493161977,0.830161315065024,0.606442462915899,0.593362708991146,0.602261178265447,0.649231798591822,0.664055410569093,0.682230433120106,0.55469857668232,0.597828292886211,0.583744750918398,0.959740523972627,0.510768190408175,0.957648676449428,0.362612750891044,0.353579265892084,0.301792610390569,0.608782414499608,0.611015560005974,0.584625383713331,0.549968610551234,0.652711347690397,0.593248170601167,0.633008646737016,0.632339105977223,0.77552267699946,0.273522051464921,0.221368360688744,0.208017051727854,0.755640070953775,0.701878341647389,0.841995363222079,0.679979357985665,0.333659241728127,0.777556541952355,0.632709501026336,0.58771861787157,0.638067606713085,0.0992450103228956,0.0839320880113183,0.0963548850929355,0.652519338493059,0.655449382635702,0.630456384509317,0.622085157882389,0.629291903622989,0.776966999467241,1,0.96494362356014,0.992735401897625,0.111121069323032,0.119676572695342,0.0872419098410552,0.824639169801403,0.621841842473489,0.609697885569026,0.710936322869433,0.625526495481158,0.62994995384109,0.604109130135993,0.602163969868957,0.613412893901414,0.73647376440454,0.705224531096965,0.796412783536102,0.819322958139883,0.456557235070771,0.815411204705485,0.653612137863207,0.637860578009022,0.629368469392641,0.611468467326847,0.611494475777282,0.611527450198443,0.380135183868774,0.19607884087247,0.0382031380609486,0.607820512449102,0.594739113837133,0.552828179332394,0.620875685741522,0.6300473374856,0.620871395728574,0.641340415943108,0.624050307593118,0.611118363657893
29,0.665799819286222,0.659426373723796,0.666986264691522,0.723381413028298,0.755230471866291,0.706095240841261,0.626713702500534,0.662488924390602,0.708215885789717,0.317351504669287,0.299197373004082,0.824159487283007,0.63169090504826,0.629998088346568,0.632701050785067,0.697697736816528,0.710004210899625,0.738813217868419,0.599706162345157,0.649855835875345,0.65408177739368,0.908343459345346,0.467392965776421,0.960354021881131,0.437945561103287,0.427927312061742,0.386799841362806,0.65457635759748,0.645228692857424,0.631282322801466,0.602201375835775,0.723815274581108,0.644313157455232,0.662259600728637,0.659407709452567,0.797716781465421,0.351396612918425,0.303172642049077,0.294948985887443,0.784931069487795,0.727913523577379,0.87990889049664,0.723371142844632,0.356456409254394,0.753394230349727,0.668920725249218,0.646906232681949,0.668221180992568,0.14709142266516,0.115083502800446,0.136521935387638,0.685283569789109,0.694760199543815,0.66458828176179,0.65274617821618,0.657918521912589,0.789863191492378,0.923598899148825,1,0.966374508485371,0.116781606217413,0.131424681473657,0.096838938210064,0.8704003702175,0.660360222175495,0.644832442895973,0.719769088077211,0.652498593361386,0.662169669267181,0.63699131324335,0.63722420957415,0.647708920104116,0.656835730900325,0.702637581468779,0.78746008498225,0.876963549838716,0.58598306370261,0.843082525181784,0.679322614719501,0.667276868784046,0.660030309844429,0.647464020765672,0.647700097612402,0.646684474629523,0.328378393066628,0.157435894772915,0.0162950302188571,0.656815689984924,0.658948167611686,0.6039425483528,0.644877347242093,0.657895829224044,0.653345142565845,0.673167027885573,0.653726207173737,0.648251737929488
30,0.697300424056746,0.690754800364358,0.693290244956167,0.760042211125153,0.809435633192551,0.74180273343278,0.676416832361838,0.690859075308431,0.699680866436948,0.290957957117306,0.27155153275762,0.795308630034381,0.671140872677041,0.665355592488677,0.663310858230785,0.743762923092998,0.752433161860478,0.784193583176323,0.642075045366907,0.697460619296362,0.734790959466515,0.844121980494208,0.512345234487573,0.920644972583734,0.507441627540783,0.495663197260722,0.454075219977271,0.694000008645939,0.674256472007275,0.674610654008892,0.66111053148181,0.763202041904759,0.692041926801406,0.693384441312814,0.690145688434421,0.824152877487213,0.430026068760168,0.388800769577189,0.380618599049258,0.814468545342622,0.74333026444334,0.927330416918252,0.765580630171392,0.364692350019404,0.699308108403111,0.684330120543377,0.686816850709031,0.695996859801629,0.213027537260382,0.183101713004609,0.197536721593244,0.715303814361525,0.729196751033682,0.710009169779475,0.682446281420417,0.685356997894059,0.801867871167995,0.856103779777763,0.970080518349645,0.937165592200455,0.131851141179773,0.147370014277691,0.115855941553221,0.903341064342791,0.697514019720279,0.677517209170015,0.72999763756426,0.680383884960909,0.691168568613114,0.669930378093673,0.669272534366791,0.680101015679435,0.612902332721295,0.692405262556786,0.781662026375343,0.937492431537694,0.661730066684155,0.856087788515769,0.70461465389684,0.697659387524119,0.690032156945351,0.681695108635926,0.68218487827511,0.680173399475475,0.295152600237382,0.122662917634239,0.00197969535019407,0.70639523494213,0.643640138791485,0.663530914722354,0.678293928003876,0.684425466373084,0.685636317030147,0.702118618701388,0.683631041400737,0.66915109946659
31,0.726738343517191,0.724070510334896,0.721781193414146,0.78747380293156,0.809612172958478,0.773989183093088,0.722689428938468,0.721640391983574,0.731841913919753,0.266001528913616,0.247597247826339,0.786220821159432,0.704313588089382,0.691776495001996,0.697836008833064,0.778106239835719,0.795540815824121,0.818561497580422,0.683501284734403,0.739458528515551,0.812654639755306,0.788605477854878,0.53250629862297,0.910577951604534,0.57334906872349,0.556037543866876,0.523988032538043,0.726639764389932,0.713727914575539,0.716535297140935,0.71406961840398,0.779827941826029,0.738719544385627,0.723524231414192,0.71967901519579,0.852379681887914,0.505514715105522,0.472239272750494,0.460012858392561,0.84719861109836,0.75590085400244,0.95123669084669,0.80742501915182,0.36050941300375,0.798618003413025,0.710035127029539,0.716101044177151,0.71990008715255,0.293711200449624,0.266783013983921,0.278619703889999,0.745173569608038,0.761718267992381,0.762321198144522,0.712463307171925,0.713019516308344,0.814903759740219,0.857465885249388,0.883392453128851,0.928274138799511,0.166266879548215,0.175866335079347,0.150525842363715,0.928033170839909,0.731841248452076,0.711247826136519,0.744383770203116,0.710528684506751,0.719308021263433,0.706277446434235,0.700977693676871,0.71106723279599,0.619073435007526,0.685960421946533,0.775755085846698,0.978362941961552,0.44548782333726,0.870148500555529,0.731036261614794,0.728283521511999,0.720206145871891,0.714271458337424,0.715224197983248,0.713220724360941,0.273739331679369,0.0923710549784676,0,0.758872910142445,0.698106200392159,0.722929198058387,0.704658352548613,0.710049854970005,0.71902156463009,0.730425418492247,0.713083336552832,0.700650650890171
32,0.757145466685718,0.756940551517915,0.754811651655574,0.801786541321387,0.865991097072644,0.803366197405092,0.749479049255913,0.764218054526245,0.791834898925484,0.239866343168157,0.22458780286605,0.807916974351547,0.725634451239755,0.730468171915459,0.734533345261734,0.810749982228325,0.833220169273433,0.843321659067483,0.723890903582942,0.776429728256554,0.86686211888744,0.770020322675269,0.546648858621231,0.948687129223572,0.633033889478488,0.617962121634355,0.599973103581624,0.761262824319843,0.754098893508678,0.753901397892345,0.77881554854823,0.808766329735671,0.787082492637787,0.752838720256759,0.74417920734906,0.876306262380434,0.576387725773483,0.549436888043829,0.533784471385084,0.887406820877967,0.793953153542412,0.939228253760525,0.849656781014274,0.368212518417994,0.811116843908006,0.750947158294419,0.748188580248205,0.74150799369837,0.388258961672659,0.349392278842424,0.374696848844969,0.776312818525231,0.793735816352781,0.808655261637139,0.744240618001332,0.742287190436866,0.834027016769403,0.914710052719356,0.798494559990711,0.92551509812829,0.223368012453578,0.228712088020547,0.20807683909408,0.94466789000935,0.763199059214338,0.747390499854351,0.766618844724017,0.742355619028452,0.74890120777513,0.741968405944459,0.735005839619607,0.743334883718669,0.660586333325785,0.6844731091331,0.77369994483883,0.99524276148306,0.599302331691688,0.899616415664516,0.760083274365644,0.757492324595977,0.749138463920807,0.746632813545685,0.748398832115955,0.745168801267751,0.249370808358143,0.066373515848081,0.0234208253076672,0.811781386448927,0.75057448321838,0.776898403530464,0.735479386363157,0.737841940573567,0.752344220560793,0.758958202124726,0.742607667168205,0.732380415420868
33,0.787952750948321,0.789726212492589,0.78553699600464,0.826833050634836,0.887556876995152,0.824304574867787,0.767377095278296,0.804316434698164,0.831371205654691,0.213200497518265,0.199420693893657,0.826331550827363,0.76302113246716,0.759953964035853,0.76921811747339,0.840127411140057,0.860467847461842,0.864791100839104,0.762534176329034,0.809174190329488,0.895045450186619,0.772073614769816,0.666331552559037,0.978386902279187,0.685929094369621,0.679480727967022,0.652849951871566,0.788767965221017,0.797237999057413,0.790107999033292,0.823193477659581,0.859053953326066,0.821263246407072,0.783381173967979,0.778420943352909,0.894755037600438,0.642931289369252,0.619607932817133,0.604668692668302,0.934595171035325,0.844645375335015,0.924066108982751,0.889760430310576,0.390364600429197,0.952019451975976,0.793322182458857,0.77278437825707,0.766469746367423,0.486816047215487,0.452491164461457,0.471127227962302,0.807517406467032,0.820335511093298,0.839804571429284,0.778000476612585,0.771991239163298,0.860788413473279,0.937932215936014,0.746067706185654,0.912300086109472,0.301296628564046,0.303979958874424,0.290738439108453,0.94962365745438,0.791845050863844,0.78763532571551,0.793114355342679,0.77539580102041,0.77942442676484,0.772860474393736,0.770587527559153,0.775504609026749,0.661354726404175,0.694383807038259,0.778897377382649,1,0.83985727238223,0.948186773515416,0.788692108908323,0.785503750191626,0.779943128196506,0.778851044166518,0.781009820011929,0.777961250098694,0.228628027556986,0.0441113743446303,0.0781096131767113,0.856112348877513,0.799965815177283,0.825082699943445,0.77536489944119,0.770791006708611,0.784552060061924,0.785899093219614,0.773888236406543,0.767236012636593
34,0.81966409354523,0.822051861919785,0.817852870689329,0.862669290675052,0.895129089657923,0.843729865489092,0.788560798790829,0.845180405707256,0.868557879015589,0.185748639845199,0.171035449177808,0.833334416740096,0.799424310322327,0.791813690825599,0.801966166415365,0.868335736120552,0.885920639114955,0.891649205637883,0.798534782865302,0.839888928218283,0.905674579530756,0.79579330227333,0.679648337714858,0.985791277202956,0.734587958877552,0.72945024040635,0.708957782972928,0.821335331666903,0.833614194025971,0.827975047633527,0.844330476840295,0.909608334716365,0.848692410233681,0.814941185098087,0.811461944522191,0.907827347166042,0.704311971353011,0.68481281199862,0.673594799279481,0.973266678661609,0.883793885179909,0.906638912432284,0.92333733794616,0.401683802370678,0.968653536152262,0.824703469544286,0.807005354420856,0.792153573255944,0.576355541685966,0.557861905882468,0.561373418100556,0.838196457857679,0.842179509353086,0.85951332472448,0.812206648334183,0.802229740810175,0.89258841770371,0.947872310406783,0.743474406219379,0.890291429911209,0.396562509284999,0.39669188636383,0.392014511665267,0.943952704788562,0.818679206218832,0.83030934436938,0.821095742163669,0.809038956916906,0.812015815927908,0.803569765006758,0.804706433255722,0.807446895239683,0.612733011239913,0.703507419130733,0.790736311769536,0.991840548468567,0.900180029769541,0.989738013562301,0.818302651224856,0.815091081866064,0.809227409581575,0.810795188113815,0.813676973876729,0.809728108136382,0.210282776233617,0.02449836646645,0.163225651677069,0.887303587304739,0.821799916156281,0.861938248281546,0.806017587859858,0.804822107756665,0.816354693944568,0.814969509750479,0.806342478387113,0.804571843257389
35,0.851624721984827,0.854323835877358,0.850635793154536,0.896645955985429,0.919167480621499,0.868759535531629,0.821393166274315,0.886873902788882,0.935921283389406,0.155886718686477,0.139648948760935,0.84975885493608,0.833320545480033,0.831177363164136,0.8348606369577,0.89382351464777,0.90898552825554,0.92384484156269,0.832245314223993,0.869661899874549,0.896343303989043,0.84039011610259,0.450091367571172,0.929519197209068,0.78226644902148,0.774569110425292,0.766225141738646,0.862257098467397,0.859348123679093,0.86141920934844,0.862118826899856,0.946410747447337,0.876589758169543,0.847376224370548,0.844049628671245,0.915347279234628,0.760488684158855,0.744446102594578,0.736644455419711,0.994435385135661,0.904938555797666,0.925452727818475,0.948736816899298,0.387590675506985,0.886143410396896,0.840335496744131,0.821626877462426,0.830719395467403,0.658006514769513,0.629964290826786,0.646817294265925,0.866003153335973,0.863812536845989,0.874538178392358,0.84623048289258,0.833644859123368,0.919852632908548,0.835684085030333,0.77010196462186,0.849233440425949,0.505566525649761,0.50061126337594,0.499838028965759,0.93427345140421,0.844732004404567,0.872896821986876,0.843741982468129,0.841599062464266,0.845391240054288,0.835567970125693,0.836770694231803,0.839534475823172,0.519159621045461,0.694532266528953,0.806645591013089,0.963535753585697,0.588929915328424,1,0.847181434842434,0.845843057637096,0.836442798819564,0.842401136515702,0.846011923738488,0.841370074228924,0.193774613431846,0.00913930456857171,0.270514038538122,0.904697592029321,0.875600279629463,0.886439755326748,0.836493121565651,0.837383761635053,0.84835889003547,0.846024191084367,0.838351274761117,0.829381837660565
