"sample","Cq_raw","Cq_CPP","Cq_inder"
"A1",NA,13.8980729968076,13.8980729968076
"A2",NA,13.9052440534841,13.9052440534841
"A3",NA,13.9570893146386,13.9570893146386
"A4",NA,4.99924297886494,4.99924297886494
"A5",NA,1.70461789696457,1.70461789696457
"A6",NA,2.03612396848027,2.03612396848027
"A7",NA,3.47182905192669,3.47182905192669
"A8",NA,1.79221364971703,1.79221364971703
"A9",NA,2.33637805266657,2.33637805266657
"A10",NA,20.1161246812603,20.1161246812603
"A11",NA,19.9050962889057,19.9050962889057
"A12",NA,20.251379984754,20.251379984754
"B1",NA,16.9714446602743,16.9714446602743
"B2",NA,17.2780414790688,17.2780414790688
"B3",NA,17.3523670938799,17.3523670938799
"B4",NA,23.0298306127505,23.0298306127505
"B5",NA,21.6147575090956,21.6147575090956
"B6",NA,18.5205637924498,18.5205637924498
"B7",NA,19.7236078209658,19.7236078209658
"B8",NA,19.7921299655745,19.7921299655745
"B9",NA,19.9360461465928,19.9360461465928
"B10",NA,19.8878276564756,19.8878276564756
"B11",NA,20.038073739855,20.038073739855
"B12",NA,19.1432387603443,19.1432387603443
"C1",NA,23.3318385323818,23.3318385323818
"C2",NA,23.683514987143,23.683514987143
"C3",NA,24.0373804859628,24.0373804859628
"C4",NA,22.3061709101722,22.3061709101722
"C5",NA,20.6825053288032,20.6825053288032
"C6",NA,12.2169177692935,12.2169177692935
"C7",NA,21.0192794842593,21.0192794842593
"C8",NA,21.0192396832607,21.0192396832607
"C9",NA,20.7422331909316,20.7422331909316
"C10",NA,26.5927190753141,26.5927190753141
"C11",NA,15.748535739772,15.748535739772
"C12",NA,2.26176097208029,2.26176097208029
"D1",NA,24.5475337388541,24.5475337388541
"D2",NA,25.2211155087043,25.2211155087043
"D3",NA,24.943393453075,24.943393453075
"D4",NA,23.7730540328851,23.7730540328851
"D5",NA,22.8111022051324,22.8111022051324
"D6",NA,23.8397708839087,23.8397708839087
"D7",NA,19.4723832742806,19.4723832742806
"D8",NA,19.4754019827127,19.4754019827127
"D9",NA,19.691341395497,19.691341395497
"D10",NA,20.3496074425801,20.3496074425801
"D11",NA,25.1691782984553,25.1691782984553
"D12",NA,21.5345052615163,21.5345052615163
"E1",NA,27.6597369062563,27.6597369062563
"E2",NA,28.2090230311367,28.2090230311367
"E3",NA,28.3644927697587,28.3644927697587
"E4",NA,21.022253988809,21.022253988809
"E5",NA,20.9219977375968,20.9219977375968
"E6",NA,20.9984934600402,20.9984934600402
"E7",NA,25.8869290261455,25.8869290261455
"E8",NA,26.2439830266226,26.2439830266226
"E9",NA,25.9132151228199,25.9132151228199
"E10",NA,18.4649961152565,18.4649961152565
"E11",NA,3.3178322134995,3.3178322134995
"E12",NA,1.87853009074366,1.87853009074366
"F1",NA,29.3265865804464,29.3265865804464
"F2",NA,28.5906019346539,28.5906019346539
"F3",NA,29.529845433759,29.529845433759
"F4",NA,24.0025882946874,24.0025882946874
"F5",NA,23.6676034447987,23.6676034447987
"F6",NA,24.1260026387896,24.1260026387896
"F7",NA,24.4893203953316,24.4893203953316
"F8",NA,26.9919981907653,26.9919981907653
"F9",NA,27.5896454460951,27.5896454460951
"F10",NA,21.6131119866004,21.6131119866004
"F11",NA,21.4660531011168,21.4660531011168
"F12",NA,20.9330054753179,20.9330054753179
"G1",NA,29.1156699402405,29.1156699402405
"G2",NA,8.76427820013952,8.76427820013952
"G3",NA,23.8081386451034,23.8081386451034
"G4",NA,9.7761277133041,9.7761277133041
"G5",NA,30.0275456847389,30.0275456847389
"G6",NA,11.0154135315056,11.0154135315056
"G7",NA,25.8541737733293,25.8541737733293
"G8",NA,25.066077043316,25.066077043316
"G9",NA,26.2230736446702,26.2230736446702
"G10",NA,21.058141865478,21.058141865478
"G11",NA,21.1947579228072,21.1947579228072
"G12",NA,20.7739771109294,20.7739771109294
"H1",NA,3.44564695676475,3.44564695676475
"H2",NA,13.8611423919445,13.8611423919445
"H3",NA,29.9007230619631,29.9007230619631
"H4",NA,25.0466715139706,25.0466715139706
"H5",NA,29.9830734371821,29.9830734371821
"H6",NA,26.6889557269934,26.6889557269934
"H7",NA,22.1092225965686,22.1092225965686
"H8",NA,22.0601672297445,22.0601672297445
"H9",NA,22.3528917220037,22.3528917220037
"H10",NA,21.3068020684397,21.3068020684397
"H11",NA,21.1520038444241,21.1520038444241
"H12",NA,21.2726916259066,21.2726916259066
